#Position (bp)	Coverage	Std
2100169.5	4.605370329721084	4.039264204226896
6300507.5	4.8243517545492764	4.5632540793335
1.05008455E7	4.493050559264517	5.530192516585798
1.47011835E7	4.07349551393245	3.6072366712833532
1.89015215E7	5.514233616437535	5.18747053853943
2.31018595E7	4.90879162581678	4.336835000468616
2.73021975E7	4.067126740752768	4.337955480794176
3.15025355E7	4.839654094503823	5.9056187692301405
3.57028735E7	3.1749878224085775	5.188618805189882
3.8653933E7	3.1048736588315418	4.4184363274651455
4.0754102E7	3.8667010598517466	7.215384955735232
4.41035495E7	4.883518421612737	4.712284364123206
4.83038875E7	4.957624600686897	5.724391342030381
5.25042255E7	5.267198258806792	3.7884393674572583
5.67045635E7	4.928428616935113	5.864336970368747
6.09049015E7	5.204327604111859	3.6402785395059674
6.51052395E7	4.667397480869397	4.372931663040433
6.75716935E7	3.358278389778451	3.6629751206326135
6.96718625E7	5.219904272719513	21.28811034457852
7.35059155E7	4.065896839730517	5.4436845629734325
7.77062535E7	3.4114406983438	4.938848247000067
8.19065915E7	4.7315482706391725	5.665422066645224
8.61069295E7	5.547376187344923	7.5405504623078885
9.03072675E7	5.215392189866625	3.981175519797317
9.45076055E7	5.418313002429804	6.289472848217934
9.87079435E7	5.388551349915174	5.542053804154359
1.029082815E8	4.98157838726312	18.24911310836721
1.061478055E8	5.1505773003146516	17.354455144624197
1.082479745E8	3.7571512280212405	4.182845497296846
1.113089575E8	4.385401841470853	3.9789492143489036
1.155092955E8	4.998716293783977	4.193200390706914
1.197096335E8	4.330281753516027	3.6578638890926585
1.239099715E8	4.454395574832311	4.332017564842881
1.281103095E8	3.058113656567638	4.520188258552119
1.323106475E8	3.906542521101873	14.81936538393221
1.365109855E8	2.436048003755888	4.532811681899486
1.407113235E8	2.980620845274833	5.299724376648946
1.431893125E8	4.350217034566725	9.353124576107806
1.452894815E8	3.079722808791946	4.42905557569712
1.491119995E8	4.1174624518312575	3.800169571542167
1.533123375E8	4.256798381463587	3.5224512639819374
1.575126755E8	4.319986867723502	3.557640035081934
1.617130135E8	5.02597005288622	3.6945784065997223
1.659133515E8	4.9253698154767545	4.281412992502265
1.701136895E8	4.7696873442089665	4.115586602234266
1.743140275E8	4.808570167448429	4.73961305912606
1.785143655E8	5.103760459277325	5.649868934332868
1.82081576E8	4.267023461844808	6.413846234147315
1.84181745E8	2.528726836221772	4.115462122486969
1.869150415E8	4.210327121293572	3.781733228576431
1.911153795E8	4.961927587732226	4.828649329072311
1.953157175E8	5.631344191824563	6.137679687296196
