#Coverage (X)	Coverage
1.0	80.70521507403028
2.0	74.28125055741432
3.0	66.23419673104667
4.0	56.258330584779245
5.0	45.074136109414546
6.0	33.9598832796821
7.0	24.126868995828488
8.0	16.297467394497673
9.0	10.616904611736416
10.0	6.806206501383542
11.0	4.4095160970535545
12.0	2.966008021797535
13.0	2.1151737242375646
14.0	1.6109020740937723
15.0	1.302004199837782
16.0	1.0993983261116966
17.0	0.9568181680706545
18.0	0.8494009007561374
19.0	0.7646605029786855
20.0	0.6953276775061568
21.0	0.637270970377557
22.0	0.587339979806373
23.0	0.5437633599353973
24.0	0.5057757555555185
25.0	0.47259163450640074
26.0	0.4429740723028317
27.0	0.4162900245397907
28.0	0.3923565297185121
29.0	0.3706940430128185
30.0	0.3511206742664825
31.0	0.3333191275296201
32.0	0.3171497711574034
33.0	0.30245922460906627
34.0	0.288889004765835
35.0	0.27634834510666906
36.0	0.2649069424159194
37.0	0.2543124360056197
38.0	0.24442067078466323
39.0	0.235342054554053
40.0	0.2268067280309367
41.0	0.21891039781583288
42.0	0.2114531990054047
43.0	0.20444048831237183
44.0	0.19785560040828898
45.0	0.19164728940815223
46.0	0.1858002589212191
47.0	0.1803438518293632
48.0	0.17515879199611106
49.0	0.1702238311276716
50.0	0.16555557503347984
51.0	0.1611297399492173
