#Insert size (bp)	insert size
122.0	1.0
125.0	2.0
126.0	8.0
127.0	4.0
128.0	3.0
129.0	9.0
130.0	7.0
131.0	17.0
132.0	22.0
133.0	33.0
134.0	30.0
135.0	42.0
136.0	50.0
137.0	82.0
138.0	92.0
139.0	98.0
140.0	127.0
141.0	147.0
142.0	187.0
143.0	243.0
144.0	299.0
145.0	374.0
146.0	480.0
147.0	553.0
148.0	699.0
149.0	1015.0
150.0	8229.0
151.0	11380.0
152.0	12189.0
153.0	12365.0
154.0	11977.0
155.0	10737.0
156.0	9594.0
157.0	9623.0
158.0	9328.0
159.0	9562.0
160.0	9804.0
161.0	9816.0
162.0	10266.0
163.0	10655.0
164.0	10774.0
165.0	10902.0
166.0	10979.0
167.0	11081.0
168.0	11282.0
169.0	11490.0
170.0	11364.0
171.0	11929.0
172.0	12083.0
173.0	12515.0
174.0	12646.0
175.0	13164.0
176.0	13115.0
177.0	13282.0
178.0	13515.0
179.0	13691.0
180.0	13744.0
181.0	14280.0
182.0	14285.0
183.0	14844.0
184.0	15270.0
185.0	15272.0
186.0	15658.0
187.0	15875.0
188.0	16013.0
189.0	16400.0
190.0	16552.0
191.0	16810.0
192.0	17388.0
193.0	18014.0
194.0	18378.0
195.0	18506.0
196.0	18632.0
197.0	19119.0
198.0	19146.0
199.0	19299.0
200.0	19674.0
201.0	19956.0
202.0	20320.0
203.0	20962.0
204.0	21561.0
205.0	21943.0
206.0	22176.0
207.0	22676.0
208.0	22914.0
209.0	22964.0
210.0	23558.0
211.0	24104.0
212.0	24651.0
213.0	25334.0
214.0	25943.0
215.0	26191.0
216.0	27153.0
217.0	27351.0
218.0	27901.0
219.0	28028.0
220.0	28448.0
221.0	29072.0
222.0	29462.0
223.0	30520.0
224.0	31067.0
225.0	32324.0
226.0	32428.0
227.0	33433.0
228.0	33704.0
229.0	34366.0
230.0	34920.0
231.0	35152.0
232.0	36011.0
233.0	36483.0
234.0	37385.0
235.0	38274.0
236.0	38882.0
237.0	39740.0
238.0	40526.0
239.0	40729.0
240.0	41509.0
241.0	42004.0
242.0	42375.0
243.0	43152.0
244.0	43742.0
245.0	45292.0
246.0	46145.0
247.0	47322.0
248.0	47298.0
249.0	47951.0
250.0	48855.0
251.0	49561.0
252.0	49798.0
253.0	50904.0
254.0	51508.0
255.0	52425.0
256.0	53536.0
257.0	54444.0
258.0	55547.0
259.0	56146.0
260.0	57223.0
261.0	58015.0
262.0	58675.0
263.0	59449.0
264.0	60678.0
265.0	61770.0
266.0	62759.0
267.0	64328.0
268.0	64728.0
269.0	66567.0
270.0	67293.0
271.0	68173.0
272.0	69129.0
273.0	69961.0
274.0	71414.0
275.0	72357.0
276.0	74006.0
277.0	75526.0
278.0	76852.0
279.0	78178.0
280.0	78922.0
281.0	80271.0
282.0	81176.0
283.0	82219.0
284.0	82919.0
285.0	84448.0
286.0	86069.0
287.0	87850.0
288.0	89122.0
289.0	90174.0
290.0	91903.0
291.0	93600.0
292.0	94246.0
293.0	95326.0
294.0	96247.0
295.0	97883.0
296.0	98560.0
297.0	101138.0
298.0	102282.0
299.0	103521.0
300.0	105040.0
301.0	105651.0
302.0	107265.0
303.0	108020.0
304.0	109477.0
305.0	110049.0
306.0	111606.0
307.0	113405.0
308.0	114597.0
309.0	116248.0
310.0	117483.0
311.0	118326.0
312.0	119992.0
313.0	120584.0
314.0	122155.0
315.0	122365.0
316.0	123041.0
317.0	125658.0
318.0	126040.0
319.0	127355.0
320.0	129125.0
321.0	129473.0
322.0	130348.0
323.0	130795.0
324.0	131706.0
325.0	132610.0
326.0	132752.0
327.0	133821.0
328.0	134842.0
329.0	135694.0
330.0	137054.0
331.0	136845.0
332.0	138433.0
333.0	138470.0
334.0	139120.0
335.0	139411.0
336.0	139437.0
337.0	139369.0
338.0	140536.0
339.0	141635.0
340.0	142072.0
341.0	142034.0
342.0	142641.0
343.0	142806.0
344.0	142379.0
345.0	142727.0
346.0	142481.0
347.0	142176.0
348.0	142579.0
349.0	142833.0
350.0	142596.0
351.0	143193.0
352.0	143016.0
353.0	142395.0
354.0	142665.0
355.0	141631.0
356.0	141315.0
357.0	141114.0
358.0	140122.0
359.0	140609.0
360.0	140688.0
361.0	139936.0
362.0	139257.0
363.0	139072.0
364.0	138220.0
365.0	137566.0
366.0	136785.0
367.0	135414.0
368.0	135020.0
369.0	134458.0
370.0	134038.0
371.0	133965.0
372.0	132681.0
373.0	132596.0
374.0	130632.0
375.0	129853.0
376.0	128960.0
377.0	127678.0
378.0	127231.0
379.0	125661.0
380.0	125367.0
381.0	123941.0
382.0	123351.0
383.0	123129.0
384.0	121431.0
385.0	120300.0
386.0	118490.0
387.0	117227.0
388.0	116396.0
389.0	114910.0
390.0	114176.0
391.0	113070.0
392.0	112043.0
393.0	111099.0
394.0	109701.0
395.0	108537.0
396.0	107227.0
397.0	105942.0
398.0	104435.0
399.0	103293.0
400.0	101637.0
401.0	100581.0
402.0	99187.0
403.0	98352.0
404.0	97677.0
405.0	95749.0
406.0	94719.0
407.0	93012.0
408.0	91653.0
409.0	90671.0
410.0	88977.0
411.0	87634.0
412.0	87254.0
413.0	85124.0
414.0	84542.0
415.0	83242.0
416.0	81056.0
417.0	79960.0
418.0	78928.0
419.0	77274.0
420.0	75977.0
421.0	75394.0
422.0	74469.0
423.0	72945.0
424.0	72343.0
425.0	70829.0
426.0	69478.0
427.0	68006.0
428.0	66710.0
429.0	65867.0
430.0	64623.0
431.0	63524.0
432.0	62619.0
433.0	61478.0
434.0	60338.0
435.0	59007.0
436.0	58426.0
437.0	57563.0
438.0	55957.0
439.0	55121.0
440.0	54176.0
441.0	53118.0
442.0	51621.0
443.0	51450.0
444.0	50052.0
445.0	49153.0
446.0	48249.0
447.0	47413.0
448.0	46219.0
449.0	45253.0
450.0	44597.0
451.0	43760.0
452.0	42949.0
453.0	41918.0
454.0	41124.0
455.0	40418.0
456.0	39225.0
457.0	38462.0
458.0	37646.0
459.0	36974.0
460.0	36138.0
461.0	35574.0
462.0	34577.0
463.0	34159.0
464.0	33540.0
465.0	32486.0
466.0	32149.0
467.0	31190.0
468.0	30345.0
469.0	29742.0
470.0	29257.0
471.0	28536.0
472.0	27868.0
473.0	27631.0
474.0	26668.0
475.0	26562.0
476.0	25641.0
477.0	25230.0
478.0	24835.0
479.0	23954.0
480.0	23625.0
481.0	23047.0
482.0	22406.0
483.0	22300.0
484.0	21926.0
485.0	21431.0
486.0	20972.0
487.0	20329.0
488.0	19974.0
489.0	19304.0
490.0	19194.0
491.0	18681.0
492.0	18253.0
493.0	18095.0
494.0	17897.0
495.0	17559.0
496.0	17459.0
497.0	17031.0
498.0	16947.0
499.0	17160.0
500.0	17225.0
501.0	6161.0
502.0	6023.0
503.0	5930.0
504.0	5642.0
505.0	5549.0
506.0	5544.0
507.0	5271.0
508.0	5092.0
509.0	5134.0
510.0	4888.0
511.0	4813.0
512.0	4604.0
513.0	4459.0
514.0	4393.0
515.0	4359.0
516.0	4234.0
517.0	4040.0
518.0	4082.0
519.0	3968.0
520.0	3792.0
