#Insert size (bp)	insert size
521.0	3536.0
522.0	3522.0
523.0	3546.0
524.0	3666.0
525.0	4023.0
526.0	5059.0
527.0	8487.0
528.0	15037.0
529.0	1502.0
530.0	1418.0
531.0	1447.0
532.0	1403.0
533.0	1398.0
534.0	1338.0
535.0	1368.0
536.0	1352.0
537.0	1212.0
538.0	1251.0
539.0	1266.0
540.0	1273.0
541.0	1202.0
542.0	1258.0
543.0	1141.0
544.0	1132.0
545.0	1205.0
546.0	1198.0
547.0	1258.0
548.0	1274.0
549.0	1384.0
550.0	1353.0
551.0	1504.0
552.0	1450.0
553.0	1514.0
554.0	1353.0
555.0	1457.0
556.0	1409.0
557.0	1388.0
558.0	1326.0
559.0	1222.0
560.0	1157.0
561.0	1159.0
562.0	1189.0
563.0	1116.0
564.0	1112.0
565.0	1029.0
566.0	1060.0
567.0	1002.0
568.0	1032.0
569.0	990.0
570.0	919.0
571.0	928.0
572.0	843.0
573.0	801.0
574.0	809.0
575.0	781.0
576.0	785.0
577.0	742.0
578.0	727.0
579.0	687.0
580.0	738.0
581.0	701.0
582.0	684.0
583.0	609.0
584.0	610.0
585.0	605.0
586.0	623.0
587.0	580.0
588.0	544.0
589.0	555.0
590.0	523.0
591.0	500.0
592.0	492.0
593.0	504.0
594.0	487.0
595.0	434.0
596.0	455.0
597.0	428.0
598.0	452.0
599.0	404.0
600.0	379.0
601.0	391.0
602.0	374.0
603.0	365.0
604.0	376.0
605.0	353.0
606.0	357.0
607.0	365.0
608.0	320.0
609.0	326.0
610.0	309.0
611.0	324.0
612.0	318.0
613.0	288.0
614.0	272.0
615.0	284.0
616.0	273.0
617.0	241.0
618.0	221.0
619.0	268.0
620.0	252.0
621.0	255.0
622.0	212.0
623.0	247.0
624.0	216.0
625.0	212.0
626.0	201.0
627.0	194.0
628.0	200.0
629.0	206.0
630.0	218.0
631.0	176.0
632.0	178.0
633.0	162.0
634.0	161.0
635.0	163.0
636.0	170.0
637.0	165.0
638.0	170.0
639.0	166.0
640.0	148.0
641.0	178.0
642.0	148.0
643.0	164.0
644.0	165.0
645.0	145.0
646.0	140.0
647.0	143.0
648.0	142.0
649.0	131.0
650.0	143.0
651.0	131.0
652.0	102.0
653.0	145.0
654.0	120.0
655.0	140.0
656.0	115.0
657.0	125.0
658.0	100.0
659.0	103.0
660.0	103.0
661.0	129.0
662.0	121.0
663.0	88.0
664.0	112.0
665.0	108.0
666.0	89.0
667.0	93.0
668.0	108.0
669.0	108.0
670.0	107.0
671.0	79.0
672.0	103.0
673.0	86.0
674.0	93.0
675.0	111.0
676.0	98.0
677.0	95.0
678.0	88.0
679.0	88.0
680.0	84.0
681.0	84.0
682.0	92.0
683.0	84.0
684.0	86.0
685.0	101.0
686.0	85.0
687.0	82.0
688.0	110.0
689.0	87.0
690.0	81.0
691.0	82.0
692.0	78.0
693.0	67.0
694.0	71.0
695.0	84.0
696.0	79.0
697.0	71.0
698.0	70.0
699.0	76.0
700.0	85.0
701.0	73.0
702.0	93.0
703.0	67.0
704.0	63.0
705.0	68.0
706.0	60.0
707.0	71.0
708.0	62.0
709.0	73.0
710.0	82.0
711.0	71.0
712.0	86.0
713.0	64.0
714.0	63.0
715.0	64.0
716.0	60.0
717.0	61.0
718.0	63.0
719.0	73.0
720.0	70.0
721.0	65.0
722.0	69.0
723.0	78.0
724.0	62.0
725.0	72.0
726.0	63.0
727.0	58.0
728.0	67.0
729.0	72.0
730.0	65.0
731.0	54.0
732.0	65.0
733.0	73.0
734.0	60.0
735.0	75.0
736.0	63.0
737.0	75.0
738.0	70.0
739.0	56.0
740.0	68.0
741.0	66.0
742.0	77.0
743.0	47.0
744.0	56.0
745.0	53.0
746.0	56.0
747.0	64.0
748.0	52.0
749.0	44.0
750.0	75.0
751.0	54.0
752.0	66.0
753.0	61.0
754.0	77.0
755.0	61.0
756.0	74.0
757.0	52.0
758.0	70.0
759.0	59.0
760.0	51.0
761.0	75.0
762.0	44.0
763.0	67.0
764.0	59.0
765.0	64.0
766.0	62.0
767.0	53.0
768.0	50.0
769.0	49.0
770.0	58.0
771.0	55.0
772.0	56.0
773.0	57.0
774.0	43.0
775.0	54.0
776.0	54.0
777.0	54.0
778.0	44.0
779.0	50.0
780.0	46.0
781.0	46.0
782.0	50.0
783.0	41.0
784.0	47.0
785.0	57.0
786.0	56.0
