#Position (bp)	mapping quality
2100169.5	33.239302951891695
6300507.5	33.67198006112844
1.05008455E7	30.072391729324785
1.47011835E7	30.279054790141682
1.89015215E7	29.986581900433798
2.31018595E7	33.28294027865302
2.73021975E7	29.859939507045254
3.15025355E7	31.46133755625274
3.57028735E7	21.609048294134727
3.8653933E7	21.600387937822667
4.0754102E7	23.683474403785816
4.41035495E7	33.3622022239104
4.83038875E7	31.051932401494344
5.25042255E7	34.292317852256346
5.67045635E7	32.19242212892547
6.09049015E7	34.791687548358766
6.51052395E7	31.393163503256353
6.75716935E7	27.18451600772043
6.96718625E7	19.89828540589004
7.35059155E7	23.777437730183948
7.77062535E7	22.793916553735485
8.19065915E7	33.01161654297235
8.61069295E7	30.711486166731614
9.03072675E7	34.40922095674608
9.45076055E7	33.153450384204575
9.87079435E7	32.738353960218554
1.029082815E8	22.521033092207894
1.061478055E8	16.85437355073853
1.082479745E8	29.770947296577297
1.113089575E8	32.53393364721476
1.155092955E8	35.801374544833095
1.197096335E8	32.402971684306415
1.239099715E8	30.65584154052709
1.281103095E8	18.94671442571333
1.323106475E8	20.117429060982136
1.365109855E8	17.284343410358762
1.407113235E8	18.98649703697427
1.431893125E8	24.977853329779933
1.452894815E8	21.999456506975424
1.491119995E8	30.249020413907314
1.533123375E8	33.69857957716042
1.575126755E8	33.84394468308408
1.617130135E8	34.07031148373406
1.659133515E8	34.99527354657906
1.701136895E8	33.65417794570392
1.743140275E8	32.320147005148
1.785143655E8	29.431238381651582
1.82081576E8	27.72237557881131
1.84181745E8	23.85451007561785
1.869150415E8	30.685828182778522
1.911153795E8	32.85773295494242
1.953157175E8	28.336145247313098
1.995160555E8	27.78450266214336
2.037163935E8	31.766795336997085
2.079167315E8	33.74369716859193
2.121170695E8	33.96037782612601
2.159577405E8	30.375573067295097
2.180579095E8	19.276851679803205
2.205177455E8	20.4686523437568
2.247180835E8	29.94961331442689
2.289184215E8	33.45523815748041
2.331187595E8	30.955036150534152
2.373190975E8	33.786922926221045
2.415194355E8	31.821767582318408
2.457197735E8	31.64742656646261
2.499201115E8	26.335283849947714
2.541204495E8	29.930652536588976
2.583207875E8	31.523473421077345
2.625211255E8	16.934253301031777
2.64771353E8	35.20834889210852
2.66871522E8	22.2104792941721
2.709218015E8	33.43342691500538
2.751221395E8	32.68004374240626
2.793224775E8	34.70016524397754
2.835228155E8	33.412932775786075
2.877231535E8	31.30127857821674
2.911785265E8	25.717154400007388
2.932786955E8	24.66798713066027
2.961238295E8	24.593411409887754
3.003241675E8	32.002094287683775
3.045245055E8	33.279524725454365
3.087248435E8	32.67240126547995
3.129251815E8	34.74466425892395
3.171255195E8	32.63249505428097
3.213258575E8	26.005876151337322
3.242401025E8	21.39070528009361
3.263402715E8	31.203734404372046
3.297265335E8	30.4011357928185
3.339268715E8	34.2260383366152
3.381272095E8	28.053600534490513
3.423275475E8	33.657631342245104
3.45205241E8	29.547973310972978
3.4730541E8	17.27258362934329
3.507282235E8	28.475876250649623
3.549285615E8	30.7633216282332
3.591288995E8	35.05301367569678
3.633292375E8	35.473070605001844
3.675295755E8	18.364896523544736
3.71240276E8	24.025952701043867
3.73340445E8	24.10556306855317
3.759302515E8	30.53510744639551
3.801305895E8	30.306822361293435
3.843309275E8	33.41988399798914
3.885312655E8	32.27597381404004
3.927316035E8	30.988768000620528
3.969319415E8	29.02215336204545
3.995115505E8	24.14465203157796
4.016117195E8	26.997523741241686
4.053326175E8	28.89023742616966
4.095329555E8	34.266718351353816
4.137332935E8	32.66066295815426
4.179336315E8	34.202652030785906
4.221339695E8	31.287450849706783
4.263343075E8	32.219374462219996
4.29544739E8	23.94502034377865
4.31644908E8	22.914432939900212
4.347349835E8	25.68761972599039
4.389353215E8	31.192756109986263
4.431356595E8	32.68081252013387
4.473359975E8	30.729489409926213
4.515363355E8	29.81689126179925
4.557366735E8	31.605057103529802
4.594834625E8	22.91378391242958
4.615836315E8	24.246952548736974
4.641373495E8	18.547410657216442
4.683376875E8	26.57768658906588
4.725380255E8	32.20928091821237
4.767383635E8	33.741729212138075
4.809387015E8	32.75596933447561
4.851390395E8	28.82995097152812
4.88957394E8	24.01775532212886
4.91057563E8	27.21281784131887
4.935397155E8	31.890623045034282
4.977400535E8	32.01103874400926
5.019403915E8	32.78785905155336
5.061407295E8	34.52634348770527
5.103410675E8	33.4430145908924
5.133447625E8	27.570537464598065
5.154449315E8	18.159253223468177
5.187417435E8	34.27969603141785
5.229420815E8	34.6100424891892
5.271424195E8	33.22172146774408
5.313427575E8	34.38167233076403
5.355430955E8	23.17583316672741
5.397434335E8	26.031402623634193
5.424857625E8	27.202330179202043
5.445859315E8	26.882395128799992
5.481441095E8	30.298427661020046
5.523444475E8	30.041181141161154
5.565447855E8	25.023638584994675
5.607451235E8	34.47348864960206
5.649454615E8	32.47165069225825
5.691457995E8	32.96753226477245
5.72266017E8	26.473308577493047
5.74366186E8	33.93406900608291
5.775464755E8	26.408777499262047
5.817468135E8	31.76565400502537
5.859471515E8	33.78374515744193
5.901474895E8	32.88345288313097
5.943478275E8	34.978771980776074
5.97053186E8	35.48790247031537
5.99153355E8	25.14613547550879
6.027485035E8	27.796419945301448
6.069488415E8	29.786093989764566
6.111491795E8	29.366867862936154
6.153495175E8	33.98973095912956
6.195498555E8	31.236105863662555
6.234487385E8	32.651131008368466
6.255489075E8	29.677086712694997
6.279505315E8	27.148868282219592
6.321508695E8	32.637590774077495
6.363512075E8	31.96798509010761
6.405515455E8	28.855204651077752
6.447518835E8	30.361504719202838
6.487291505E8	26.555235815565975
6.508293195E8	26.910351421408237
6.531525595E8	26.588607285014223
6.573528975E8	29.40255391670713
6.615532355E8	29.42553262996962
6.657535735E8	29.01146080974388
6.699539115E8	26.436109874525773
6.72448791E8	19.409288108782672
6.7454896E8	28.38483266692806
6.783545875E8	32.971927582979276
6.825549255E8	33.5076884270737
6.867552635E8	34.631817591889046
6.909556015E8	33.35281942146032
6.951559395E8	29.101174197838553
6.978079805E8	26.522387755060386
6.999081495E8	29.300404787243572
7.035566155E8	32.77485594982365
7.077569535E8	27.449695967681492
7.119572915E8	34.81039867702896
7.161576295E8	33.30407500443472
7.203579675E8	32.64819044401267
7.23336906E8	29.880982420296196
7.25437075E8	25.564856058636618
7.287586435E8	31.04396521511593
7.329589815E8	32.80307454587647
7.371593195E8	34.56170144144054
7.413596575E8	30.158040753664185
7.44593176E8	23.872611464252675
7.46693345E8	26.59904118231607
7.497603335E8	31.512025211653963
7.539606715E8	34.1508562472533
7.581610095E8	29.898119145041775
7.623613475E8	33.31384821712832
7.665616855E8	34.7640708487338
7.707620235E8	27.47435728579565
7.749623615E8	25.019586268727792
7.791626995E8	19.039402705756316
7.833630375E8	30.124474416976327
7.85832245E8	23.70910623144498
7.87932414E8	29.33107608813552
7.917637135E8	30.67228700164792
7.959640515E8	30.884989930906286
8.001643895E8	35.131613974360896
8.043647275E8	34.767805164983045
8.085650655E8	30.73844577001581
8.127654035E8	33.59280186550442
8.167383885E8	28.267585702823403
8.188385575E8	22.142062368041177
8.211660795E8	22.129990942049886
8.253664175E8	21.035738334595127
8.295667555E8	30.25307653870812
8.337670935E8	32.09705274492688
8.379674315E8	34.3803935812466
8.421677695E8	31.321958583582173
8.463681075E8	33.96534107385826
8.505684455E8	34.95209052754288
8.547687835E8	26.00825450118553
8.589691215E8	20.86527278649087
8.631694595E8	17.710317943262023
8.66160665E8	17.653002387540905
8.68260834E8	27.108901517742254
8.715701355E8	35.69883817855389
8.757704735E8	32.3036442326956
8.799708115E8	36.054512181065434
8.841711495E8	31.97902858879682
8.883714875E8	24.567206254671238
8.925718255E8	18.791824771447285
8.967721635E8	17.872062590878762
9.009725015E8	21.585422506804786
9.03798353E8	20.435025194180685
9.05898522E8	32.14971895786488
9.093731775E8	33.93109598726878
9.135735155E8	36.18447226918592
9.177738535E8	33.66251722037466
9.219741915E8	33.56631660086935
9.261745295E8	33.65879802606255
9.303748675E8	32.77725028438893
9.345752055E8	32.342075633316284
9.387755435E8	29.197143101236524
9.4175844E8	21.49677242021307
9.43858609E8	26.339933319883947
9.471762195E8	32.824066791007255
9.513765575E8	31.11023279202655
9.555768955E8	26.406978656023778
9.597772335E8	33.30753720276286
9.639775715E8	36.45441885685738
9.681779095E8	37.0918244983791
9.715636425E8	32.63589005725642
9.736638115E8	11.133746148096487
9.765785855E8	20.43349719841951
9.807789235E8	31.64288832047283
9.849792615E8	32.7220691983852
9.891795995E8	35.717653751371
9.933799375E8	32.5065146902521
9.975802755E8	34.06466209658583
1.0017806135E9	32.88127510180341
1.0059809515E9	27.558889448994332
1.0101812895E9	30.01217606016993
1.0143816275E9	31.699813121591696
1.0182451695E9	22.66683792464135
1.0203453385E9	25.53505828151274
1.0227823035E9	28.324487458562107
1.0269826415E9	34.44504769157329
1.0311829795E9	34.7152493816945
1.0353833175E9	34.9558436393513
1.0395836555E9	30.860417117385985
1.0437839935E9	31.21615535838248
1.047557053E9	27.722404099025134
1.049657222E9	22.383230342247302
1.0521846695E9	26.43302596373114
1.0563850075E9	31.283369637580204
1.0605853455E9	33.124585348522565
1.0647856835E9	33.60092128147873
1.0689860215E9	33.66527681775638
1.0731863595E9	35.54668175507696
1.0773866975E9	33.37915554789361
1.081390005E9	22.083385042487
1.083490174E9	19.405483199251194
1.0857873735E9	25.373503309723045
1.0899877115E9	31.73385776456427
1.0941880495E9	32.99073113627961
1.0983883875E9	34.79225248113134
1.1025887255E9	33.79225945624025
1.1063864205E9	29.655082823968183
1.1084865895E9	10.330496184540586
1.1109894015E9	27.34112330724507
1.1151897395E9	32.21922552572118
1.1193900775E9	34.514821557746565
1.1235904155E9	36.360680720402655
1.1277907535E9	34.81704601292991
1.131338125E9	28.408772933282055
1.133438294E9	28.437806340824846
1.1361914295E9	29.2537635017453
1.1403917675E9	29.383191423491027
1.1445921055E9	32.20959743260615
1.1487924435E9	35.78814845265954
1.1529927815E9	35.897118873242626
1.1571578025E9	28.38246496379302
1.1592579715E9	7.173438225426285
1.1613934575E9	26.837788472032425
1.1655937955E9	28.28827286779257
1.1697941335E9	34.059975545521006
1.1739944715E9	35.66716241557637
1.1781948095E9	34.98931933274766
1.1823951475E9	35.720483994553156
1.1865954855E9	33.17202874303831
1.189879979E9	26.70454847545394
1.191980148E9	17.51775802061546
1.1949961615E9	28.96318287990162
1.1991964995E9	31.723890407610455
1.2033968375E9	34.13625887662881
1.2075971755E9	32.66499007686101
1.2117975135E9	34.60701242841896
1.2159978515E9	25.803305228282927
1.2183100455E9	17.37352192302474
1.2204102145E9	22.031324819347866
1.2243985275E9	26.537611379635635
1.2285988655E9	31.386608473870254
1.2327992035E9	32.25028428755511
1.2369995415E9	34.49215887828055
1.2411998795E9	33.273116339839824
1.2454002175E9	29.83608470335927
1.2475472805E9	33.875055227996405
1.2496474495E9	28.059553604023364
1.2538008935E9	31.47269901479926
1.2580012315E9	33.58086055691613
1.2622015695E9	34.9269949063202
1.2664019075E9	35.568870653991056
1.2706022455E9	33.4169933877335
1.2748025835E9	30.458650662631985
1.2775549185E9	25.532382152663335
1.2796550875E9	28.82261351585567
1.2832032595E9	33.13433828762573
1.2874035975E9	34.42025476808214
1.2916039355E9	34.80683160961404
1.2958042735E9	33.7451515584515
1.3000046115E9	28.33132756368798
1.3042049495E9	30.401269915693472
1.3066270445E9	26.821462320206262
1.3087272135E9	27.304367529766385
1.3126056255E9	33.07862171785246
1.3168059635E9	25.08780419283223
1.3210063015E9	33.09840304629577
1.3252066395E9	35.26657802021836
1.3294069775E9	34.99830532276594
1.333181222E9	31.868337154382175
1.335281391E9	17.740441847168086
1.3378076535E9	30.69162465249369
1.3420079915E9	32.69003954327422
1.3462083295E9	33.790110982480314
1.3504086675E9	34.489089889996144
1.3546090055E9	29.541552432792713
1.3588093435E9	29.028215902601886
1.3630096815E9	23.677132724659476
1.3660089265E9	14.69150291943378
1.3681090955E9	28.556654876314333
1.3714103575E9	28.52054341828946
1.3756106955E9	32.63132640668314
1.3798110335E9	33.93553147816725
1.3840113715E9	30.885731253232578
1.3882117095E9	35.38822320568684
1.3924120475E9	29.505315813883936
1.3960490745E9	21.230479598240176
1.3981492435E9	23.908046131833814
1.4008127235E9	33.114125414280736
1.4050130615E9	35.05835226848981
1.4092133995E9	29.97388188006532
1.4134137375E9	30.775234798730303
1.4169317575E9	29.551933753236945
1.4190319265E9	19.358658586946262
1.4218144135E9	15.71557462809762
1.4260147515E9	21.552293360236295
1.4302150895E9	11.932612965087328
1.4344154275E9	25.427214875123695
1.4386157655E9	32.257717051336925
1.4428161035E9	30.943146956369937
1.4470164415E9	28.690524494784636
1.4512167795E9	31.254450212403725
1.453910522E9	23.188824997842364
1.456010691E9	15.78225242135722
1.4596174555E9	31.24959700727057
1.4638177935E9	34.133690000883824
1.4680181315E9	34.32985008415931
1.4722184695E9	35.38125192054425
1.4764188075E9	33.00854742276363
1.480345452E9	29.47022057413939
1.482445621E9	28.751167515397125
1.4848194835E9	32.58287055781398
1.4890198215E9	24.842484558994798
1.4932201595E9	33.3986423211256
1.4974204975E9	32.25836092025614
1.5016208355E9	34.10001440445243
1.5051343345E9	29.906894050650966
1.5072345035E9	26.16723388411602
1.5100215115E9	31.01160977640319
1.5142218495E9	33.91289617808697
1.5184221875E9	33.32916331251912
1.5226225255E9	34.73674360232195
1.5268228635E9	29.40795778833017
1.5299685005E9	16.151173649630348
1.5319649745E9	16.612504277651205
1.5329475745E9	5.431741935483871
1.532991166E9	19.709150326797385
1.533063267E9	18.193511022504605
1.5332701695E9	15.106555026848794
1.5334175815E9	2.0142857142857142
1.533772269E9	22.35062246386421
1.534147851E9	22.11680497925311
1.5342125205E9	10.422126433302255
1.5342567805E9	0.0
1.5342589155E9	31.37057633973711
1.534261086E9	0.0
1.5342632255E9	23.007015902712816
1.5342659025E9	0.0
1.5342684385E9	12.951432129514322
1.534270413E9	28.36067154956747
1.5342725255E9	6.953642384105961
1.534274595E9	0.0
1.534276519E9	1.9867549668874172
1.5342782455E9	25.05596314622078
1.534281289E9	6.0
1.5342844085E9	0.0
1.534289687E9	12.150961746271882
1.5342975395E9	20.863718817768927
1.534326392E9	6.55620106055258
1.534363874E9	7.66801089347439
1.5343894365E9	5.921576842506189
1.534417065E9	3.7041820301912955
1.534436416E9	26.22074969242988
1.5346041395E9	12.717937861322767
1.534905752E9	21.71032027302399
1.5350721975E9	6.466480702337304
1.5351082705E9	28.74738965847165
1.5351183655E9	25.881322957198442
1.5351231315E9	30.99813539873781
1.535135803E9	6.6199959065169764
1.5351644E9	10.772647852435087
1.535191478E9	19.66722129783694
1.5351996305E9	0.0
1.5352030535E9	19.104718730682052
1.535211418E9	2.9220779220779223
1.535310377E9	8.861974132222006
1.535415429E9	15.801885062529799
1.535435955E9	9.643466236460014
1.535453457E9	11.12047014908792
1.535468772E9	6.952737062518696
1.5354796715E9	0.0
1.535489422E9	31.851887352229678
1.53549543E9	0.0
1.5354981925E9	6.0
1.5355033375E9	0.0
1.5355161765E9	33.69550099776259
1.53552838E9	4.333333333333333
1.5355352575E9	19.986198780357334
1.5355410385E9	25.380290026635098
1.5355481035E9	23.25428313796213
1.5355555185E9	2.170418006430868
1.5355598625E9	6.063016027197669
1.5355786885E9	11.858033475459441
1.5355946885E9	0.0
1.535595903E9	2.888888888888889
1.5355999575E9	0.0
1.535605604E9	0.0
1.535610503E9	5.723635130552729
1.535615672E9	0.0
1.535620404E9	0.0
1.53562731E9	7.170311703490035
1.5356330695E9	0.0
1.535636873E9	23.711985097772924
1.5356410015E9	1.6839379031209114
1.5356494255E9	7.433206106870229
1.535665026E9	9.075316224762831
1.5356781405E9	4.084797092671108
1.5356838775E9	6.0
1.5356865875E9	0.0
1.535689394E9	0.0
1.5356912615E9	27.983923786841324
1.5356930255E9	1.948051948051948
1.535697826E9	39.885714285714286
1.535705522E9	6.335523910463954
1.5357111865E9	1.9731543624161074
1.53571391E9	13.344924192485168
1.535717463E9	35.49974782499054
1.53572414E9	3.6240771123872024
1.5357301205E9	0.0
1.5357323985E9	0.0
1.5357749615E9	5.666710197442374
1.535827349E9	4.363200943317881
1.535843071E9	0.0
1.535851035E9	6.850828729281768
1.5358544085E9	0.0
1.535856383E9	1.0
1.5358701115E9	10.811464001012274
1.5358975525E9	8.597854281586551
1.5359210805E9	5.149339800078288
1.535944963E9	15.226712454774024
1.5359788225E9	11.726189823027731
1.536010883E9	7.047374933710447
1.536037146E9	27.291311191203977
1.5360628435E9	3.8937981762305407
1.536086235E9	7.273065015479876
1.5360978355E9	5.921052631578948
1.536110037E9	5.236610239656291
1.5361222185E9	11.778142076502732
