#Insert size (bp)	insert size
521.0	3216.0
522.0	3137.0
523.0	3094.0
524.0	3184.0
525.0	3704.0
526.0	4413.0
527.0	7519.0
528.0	13431.0
529.0	1287.0
530.0	1349.0
531.0	1313.0
532.0	1210.0
533.0	1258.0
534.0	1248.0
535.0	1200.0
536.0	1190.0
537.0	1135.0
538.0	1145.0
539.0	1135.0
540.0	1036.0
541.0	1079.0
542.0	1058.0
543.0	1037.0
544.0	1065.0
545.0	1023.0
546.0	1143.0
547.0	1102.0
548.0	1146.0
549.0	1209.0
550.0	1183.0
551.0	1219.0
552.0	1319.0
553.0	1339.0
554.0	1238.0
555.0	1253.0
556.0	1215.0
557.0	1155.0
558.0	1125.0
559.0	1095.0
560.0	1061.0
561.0	1069.0
562.0	1006.0
563.0	973.0
564.0	905.0
565.0	942.0
566.0	870.0
567.0	873.0
568.0	825.0
569.0	792.0
570.0	800.0
571.0	788.0
572.0	725.0
573.0	800.0
574.0	641.0
575.0	747.0
576.0	684.0
577.0	638.0
578.0	647.0
579.0	621.0
580.0	606.0
581.0	587.0
582.0	589.0
583.0	535.0
584.0	518.0
585.0	510.0
586.0	515.0
587.0	482.0
588.0	480.0
589.0	458.0
590.0	438.0
591.0	461.0
592.0	396.0
593.0	420.0
594.0	390.0
595.0	415.0
596.0	363.0
597.0	376.0
598.0	376.0
599.0	378.0
600.0	361.0
601.0	339.0
602.0	326.0
603.0	322.0
604.0	301.0
605.0	335.0
606.0	312.0
607.0	285.0
608.0	295.0
609.0	293.0
610.0	288.0
611.0	302.0
612.0	262.0
613.0	254.0
614.0	229.0
615.0	260.0
616.0	220.0
617.0	219.0
618.0	211.0
619.0	220.0
620.0	200.0
621.0	210.0
622.0	201.0
623.0	168.0
624.0	193.0
625.0	183.0
626.0	204.0
627.0	165.0
628.0	184.0
629.0	180.0
630.0	178.0
631.0	174.0
632.0	155.0
633.0	162.0
634.0	165.0
635.0	162.0
636.0	148.0
637.0	158.0
638.0	135.0
639.0	145.0
640.0	158.0
641.0	144.0
642.0	146.0
643.0	146.0
644.0	133.0
645.0	143.0
646.0	131.0
647.0	115.0
648.0	131.0
649.0	123.0
650.0	108.0
651.0	89.0
652.0	124.0
653.0	91.0
654.0	120.0
655.0	115.0
656.0	128.0
657.0	126.0
658.0	118.0
659.0	97.0
660.0	106.0
661.0	98.0
662.0	101.0
663.0	107.0
664.0	95.0
665.0	89.0
666.0	104.0
667.0	109.0
668.0	84.0
669.0	100.0
670.0	101.0
671.0	107.0
672.0	84.0
673.0	87.0
674.0	103.0
675.0	74.0
676.0	89.0
677.0	91.0
678.0	96.0
679.0	73.0
680.0	93.0
681.0	90.0
682.0	103.0
683.0	90.0
684.0	86.0
685.0	79.0
686.0	81.0
687.0	63.0
688.0	55.0
689.0	96.0
690.0	76.0
691.0	64.0
692.0	79.0
693.0	82.0
694.0	66.0
695.0	79.0
696.0	68.0
697.0	61.0
698.0	65.0
699.0	68.0
700.0	79.0
701.0	64.0
702.0	74.0
703.0	61.0
704.0	56.0
705.0	74.0
706.0	82.0
707.0	83.0
708.0	76.0
709.0	74.0
710.0	68.0
711.0	68.0
712.0	63.0
713.0	57.0
714.0	56.0
715.0	67.0
716.0	66.0
717.0	76.0
718.0	91.0
719.0	71.0
720.0	73.0
721.0	48.0
722.0	66.0
723.0	52.0
724.0	57.0
725.0	63.0
726.0	63.0
727.0	49.0
728.0	67.0
729.0	51.0
730.0	59.0
731.0	75.0
732.0	57.0
733.0	55.0
734.0	59.0
735.0	58.0
736.0	67.0
737.0	64.0
738.0	68.0
739.0	70.0
740.0	58.0
741.0	63.0
742.0	60.0
743.0	75.0
744.0	55.0
745.0	69.0
746.0	45.0
747.0	50.0
748.0	57.0
749.0	61.0
750.0	58.0
751.0	48.0
752.0	52.0
753.0	47.0
754.0	62.0
755.0	54.0
756.0	52.0
757.0	69.0
758.0	52.0
759.0	51.0
760.0	40.0
761.0	54.0
762.0	48.0
763.0	46.0
764.0	67.0
765.0	53.0
766.0	56.0
767.0	47.0
768.0	53.0
769.0	63.0
770.0	44.0
771.0	42.0
772.0	48.0
773.0	53.0
774.0	54.0
775.0	57.0
776.0	57.0
777.0	43.0
778.0	44.0
779.0	44.0
780.0	54.0
