#GC Content (%)	Sample
1.0	1.15919569335616E-6
2.0	1.15919569335616E-6
3.0	0.0
4.0	1.2879952148401779E-7
5.0	2.5759904296803557E-7
6.0	1.803193300776249E-6
7.0	3.735186123036515E-6
8.0	1.1463157412077583E-5
9.0	2.1767119130799006E-5
10.0	4.842862007799069E-5
11.0	9.337965307591289E-5
12.0	1.6331779324173457E-4
13.0	2.6339502143481636E-4
14.0	4.012105094227154E-4
15.0	5.910610040901576E-4
16.0	8.585776102124626E-4
17.0	0.001215352284723192
18.0	0.0016861145357472765
19.0	0.0023348777254622744
20.0	0.0031473451069834587
21.0	0.0042246243046757835
22.0	0.005611151153451235
23.0	0.007401464502079081
24.0	0.009706589538078549
25.0	0.013775237622237186
26.0	0.014027427085302894
27.0	0.018627501995104587
28.0	0.02226544447942067
29.0	0.02605962078329687
30.0	0.030216110141107602
31.0	0.03466072402847809
32.0	0.039664199039567735
33.0	0.043813733223218326
34.0	0.04733846092814996
35.0	0.04959271015316323
36.0	0.05102766562201668
37.0	0.05211009680056836
38.0	0.05175692851265919
39.0	0.0500934826926931
40.0	0.04749224755680188
41.0	0.04445476844164428
42.0	0.041139082360081215
43.0	0.03807829053153501
44.0	0.03483344418678815
45.0	0.03139024657895591
46.0	0.027974740868242726
47.0	0.024697050645517443
48.0	0.021264414598446885
49.0	0.017859985646581325
50.0	0.015217792262858182
51.0	0.014159575394345494
52.0	0.009778588470588113
53.0	0.009248063241595444
54.0	0.007627378862762048
55.0	0.006256436756086164
56.0	0.00502498453117747
57.0	0.00406774648750825
58.0	0.0032841301987994852
59.0	0.0025498441268190994
60.0	0.002006052547113577
61.0	0.0017125184376515002
62.0	0.0014866040769685334
63.0	0.0011382013713542652
64.0	8.925806838842432E-4
65.0	6.883046428105909E-4
66.0	5.497163576937878E-4
67.0	4.692166567662768E-4
68.0	3.6012346206931375E-4
69.0	3.038380711807979E-4
70.0	2.53348658759063E-4
71.0	2.0247284777287594E-4
72.0	1.6962896979445143E-4
73.0	1.2982991765588992E-4
74.0	1.0329721623018225E-4
75.0	8.938686790990834E-5
76.0	6.877894447246548E-5
77.0	4.842862007799069E-5
78.0	3.529106888662088E-5
79.0	2.2797515302671145E-5
80.0	1.6743937792922313E-5
81.0	1.2493553583949723E-5
82.0	1.1978355498013656E-5
83.0	7.727971289041067E-6
84.0	3.348787558584462E-6
85.0	1.2879952148401779E-7
86.0	3.8639856445205333E-7
87.0	1.2879952148401779E-7
88.0	0.0
89.0	1.2879952148401779E-7
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
