#Position (bp)	insert size
2100169.5	336.3239218225501
6300507.5	337.2191778651116
1.05008455E7	336.8857893463307
1.47011835E7	337.3893635536569
1.89015215E7	338.2086502652882
2.31018595E7	337.8838032621065
2.73021975E7	337.3038619989089
3.15025355E7	336.60385341514393
3.57028735E7	337.5662473369179
3.8653933E7	334.9667952271906
4.0754102E7	338.9236797274276
4.41035495E7	337.787205828314
4.83038875E7	338.5884000684729
5.25042255E7	338.3836293055998
5.67045635E7	338.748145587126
6.09049015E7	337.3222890677991
6.51052395E7	336.3224736868953
6.75716935E7	336.12621764542166
6.96718625E7	337.39869281045753
7.35059155E7	337.5061640679008
7.77062535E7	337.3653133886114
8.19065915E7	338.7146822999167
8.61069295E7	338.37406035816934
9.03072675E7	338.46652640191695
9.45076055E7	337.615224324899
9.87079435E7	337.49601650305874
1.029082815E8	334.6933149335884
1.061478055E8	336.810880528665
1.082479745E8	334.17390890485933
1.113089575E8	337.6478189777942
1.155092955E8	337.83245674212975
1.197096335E8	337.8361122043722
1.239099715E8	338.12323949979367
1.281103095E8	337.6321961343884
1.323106475E8	338.6592301293201
1.365109855E8	337.7714180945396
1.407113235E8	336.08732571285015
1.431893125E8	337.0082859139463
1.452894815E8	337.38746104717535
1.491119995E8	336.30948214143666
1.533123375E8	337.4801015620688
1.575126755E8	337.7666536606129
1.617130135E8	338.4521417975028
1.659133515E8	337.47686169799897
1.701136895E8	338.53793148492866
1.743140275E8	338.55744288096895
1.785143655E8	337.82880347501566
1.82081576E8	337.5233927268938
1.84181745E8	337.7393810679612
1.869150415E8	336.32548248079445
1.911153795E8	337.96370637264755
1.953157175E8	338.7649275124908
1.995160555E8	337.437539971998
2.037163935E8	337.330430957329
2.079167315E8	337.9388553047529
2.121170695E8	338.2372815417764
2.159577405E8	336.21522646310433
2.180579095E8	336.52869883375257
2.205177455E8	337.7903072386569
2.247180835E8	337.0177983989047
2.289184215E8	337.02311175013
2.331187595E8	338.7017875583611
2.373190975E8	337.9476676260223
2.415194355E8	338.0742386231447
2.457197735E8	338.1394084897045
2.499201115E8	336.905393339286
2.541204495E8	338.14942957830607
2.583207875E8	336.8191800878477
2.625211255E8	337.8897943416357
2.64771353E8	336.3814531548757
2.66871522E8	335.4417580636447
2.709218015E8	337.4825540929036
2.751221395E8	337.5120098329582
2.793224775E8	338.17609114002
2.835228155E8	337.76188580999286
2.877231535E8	336.90763466364166
2.911785265E8	337.84201610841217
2.932786955E8	338.9029069767442
2.961238295E8	338.80205239789467
3.003241675E8	338.0824985689754
3.045245055E8	338.2977124231645
3.087248435E8	338.1323559549145
3.129251815E8	338.1812033886033
3.171255195E8	337.42726825972113
3.213258575E8	334.17663235348766
3.242401025E8	338.5072328220476
3.263402715E8	337.4056861258529
3.297265335E8	337.6413089129522
3.339268715E8	338.06514364934225
3.381272095E8	338.3229158558418
3.423275475E8	337.1468066326209
3.45205241E8	334.63602391629297
3.4730541E8	330.1235367796007
3.507282235E8	337.1905757501478
3.549285615E8	338.1417246298143
3.591288995E8	337.9110739240209
3.633292375E8	338.14019898814377
3.675295755E8	338.4338400414579
3.71240276E8	335.92174401197605
3.73340445E8	335.9393052302888
3.759302515E8	337.69014455964526
3.801305895E8	337.63184784897186
3.843309275E8	338.22817128611234
3.885312655E8	338.02867394504415
3.927316035E8	338.02805582718463
3.969319415E8	336.0188430446997
3.995115505E8	337.8794648491733
4.016117195E8	337.66125518307683
4.053326175E8	336.5034226452788
4.095329555E8	338.24766233964334
4.137332935E8	337.8536364235791
4.179336315E8	338.0807490938381
4.221339695E8	338.25421618750414
4.263343075E8	336.2510991989399
4.29544739E8	336.7829496584872
4.31644908E8	338.408863430811
4.347349835E8	338.33523095920805
4.389353215E8	337.8289381841707
4.431356595E8	338.07951711425164
4.473359975E8	338.5806266418469
4.515363355E8	337.8394282660046
4.557366735E8	337.34403849290493
4.594834625E8	335.89878121752275
4.615836315E8	337.8287298387097
4.641373495E8	338.55437946546704
4.683376875E8	337.6888292380756
4.725380255E8	337.9889482246428
4.767383635E8	338.1099666099666
4.809387015E8	337.2064066216965
4.851390395E8	335.1718928088637
4.88957394E8	336.91668145519077
4.91057563E8	338.4917626217892
4.935397155E8	338.01051014633356
4.977400535E8	337.4436443568559
5.019403915E8	338.0621009613287
5.061407295E8	337.9771304271143
5.103410675E8	337.2236651122572
5.133447625E8	334.92143834277897
5.154449315E8	337.09349014752917
5.187417435E8	337.5204491509951
5.229420815E8	338.0007399577167
5.271424195E8	338.15452602786564
5.313427575E8	338.19982518554866
5.355430955E8	332.04634791249134
5.397434335E8	337.32108297302864
5.424857625E8	338.46882982395584
5.445859315E8	337.45772003604685
5.481441095E8	337.6251899696049
5.523444475E8	338.14832659828
5.565447855E8	335.99899945803975
5.607451235E8	338.5712475859405
5.649454615E8	338.15558337669097
5.691457995E8	337.02059552060416
5.72266017E8	335.8309880239521
5.74366186E8	337.90237500395307
5.775464755E8	336.3329434937831
5.817468135E8	336.3446234012316
5.859471515E8	338.0385419644066
5.901474895E8	338.0175232380098
5.943478275E8	338.26821856287427
5.97053186E8	337.7502829509209
5.99153355E8	339.0677587752448
6.027485035E8	335.6181175951137
6.069488415E8	338.23801745260715
6.111491795E8	337.93064447720803
6.153495175E8	337.9757411179
6.195498555E8	336.4718682648315
6.234487385E8	337.0457308019718
6.255489075E8	337.1008641975309
6.279505315E8	335.87952038202127
6.321508695E8	337.7278788909679
6.363512075E8	337.39567193705733
6.405515455E8	337.13353263577477
6.447518835E8	337.34889893229797
6.487291505E8	337.82143880136607
6.508293195E8	336.5937803692906
6.531525595E8	337.1267017528598
6.573528975E8	337.42448465414566
6.615532355E8	337.5898416704458
6.657535735E8	337.46891989851395
6.699539115E8	336.3496998476839
6.72448791E8	332.4002287021155
6.7454896E8	337.7227522794599
6.783545875E8	337.8361895964068
6.825549255E8	338.1555139229156
6.867552635E8	338.10455697677804
6.909556015E8	337.18753946146705
6.951559395E8	336.4758715285819
6.978079805E8	338.05031876138435
6.999081495E8	336.78840477331784
7.035566155E8	338.04716413685736
7.077569535E8	338.60694522868437
7.119572915E8	337.7252797403739
7.161576295E8	337.0976080121868
7.203579675E8	336.1775432862805
7.23336906E8	335.0933077345036
7.25437075E8	335.47324370826163
7.287586435E8	336.89395315770764
7.329589815E8	337.641464557907
7.371593195E8	338.0635291568652
7.413596575E8	337.0964091318479
7.44593176E8	334.8864195818743
7.46693345E8	337.169187042233
7.497603335E8	338.4682051642862
7.539606715E8	337.71199315603934
7.581610095E8	337.71390241702744
7.623613475E8	338.01112014028485
7.665616855E8	337.37673807464574
7.707620235E8	335.97440362180043
7.749623615E8	337.115712363582
7.791626995E8	338.1552412339058
7.833630375E8	337.49969451346175
7.85832245E8	336.42133034857693
7.87932414E8	337.4236951633737
7.917637135E8	338.2261609981309
7.959640515E8	338.1151701244813
8.001643895E8	338.2613009768522
8.043647275E8	338.21756647864623
8.085650655E8	337.93788519448907
8.127654035E8	337.5428342543243
8.167383885E8	335.69633431085043
8.188385575E8	337.3568718033328
8.211660795E8	336.5124037441785
8.253664175E8	338.93241893852326
8.295667555E8	337.57955509973124
8.337670935E8	338.1516524961128
8.379674315E8	338.7952186858613
8.421677695E8	338.62432699887626
8.463681075E8	338.1621868903965
8.505684455E8	337.7003371499149
8.547687835E8	336.89076972820817
8.589691215E8	337.8514969500082
8.631694595E8	336.8960937764678
8.66160665E8	337.3981361874885
8.68260834E8	335.7804709672471
8.715701355E8	337.67825087041234
8.757704735E8	337.83420375004533
8.799708115E8	337.9428093997923
8.841711495E8	336.28112395805323
8.883714875E8	337.9389264885881
8.925718255E8	337.82408756530083
8.967721635E8	333.3240039861756
9.009725015E8	338.45965125709654
9.03798353E8	337.0906296953968
9.05898522E8	336.7283176593521
9.093731775E8	338.20237604410033
9.135735155E8	338.3053642825411
9.177738535E8	337.66763802882866
9.219741915E8	338.02681943379616
9.261745295E8	337.7938635261912
9.303748675E8	338.17656391659114
9.345752055E8	337.99855049684777
9.387755435E8	335.89779079052437
9.4175844E8	337.3216572795309
9.43858609E8	337.2428287778294
9.471762195E8	337.334243902439
9.513765575E8	338.43317572309854
9.555768955E8	338.3455151038535
9.597772335E8	338.0772374052886
9.639775715E8	337.8389913671725
9.681779095E8	337.78810337145404
9.715636425E8	336.37771401243424
9.736638115E8	337.8157282055704
9.765785855E8	337.2843846949328
9.807789235E8	337.26840624022793
9.849792615E8	337.71806118919596
9.891795995E8	338.32378491937317
9.933799375E8	338.56943393312224
9.975802755E8	338.16465504825004
1.0017806135E9	338.11444743219465
1.0059809515E9	338.00213534351803
1.0101812895E9	337.9994118011269
1.0143816275E9	337.05202598206
1.0182451695E9	338.66230495146823
1.0203453385E9	337.15404093690654
1.0227823035E9	336.3321904074431
1.0269826415E9	337.3293547957174
1.0311829795E9	338.20882141820795
1.0353833175E9	337.7327532628962
1.0395836555E9	338.4827806006301
1.0437839935E9	337.95836790472936
1.047557053E9	336.7239028241289
1.049657222E9	338.58283228860176
1.0521846695E9	336.643747644313
1.0563850075E9	337.8006967396159
1.0605853455E9	337.9534310395031
1.0647856835E9	338.32291513673886
1.0689860215E9	338.4368127558224
1.0731863595E9	338.3841334349335
1.0773866975E9	337.18334479202474
1.081390005E9	336.31465316732795
1.083490174E9	334.4734572891404
1.0857873735E9	336.7050777237554
1.0899877115E9	337.85318023709806
1.0941880495E9	337.5623425407697
1.0983883875E9	337.9282439566546
1.1025887255E9	336.8435460128173
1.1063864205E9	334.8568685221234
1.1084865895E9	333.7125231617481
1.1109894015E9	336.43118888599366
1.1151897395E9	337.0544783747524
1.1193900775E9	337.40008393875365
1.1235904155E9	337.99800972710835
1.1277907535E9	338.1299713402324
1.131338125E9	334.95557354925774
1.133438294E9	336.87629889469855
1.1361914295E9	336.52903780376425
1.1403917675E9	338.21941766590646
1.1445921055E9	337.89122722711403
1.1487924435E9	338.04814438903844
1.1529927815E9	337.48562771786055
1.1571578025E9	335.85257006559334
1.1592579715E9	327.69726999464706
1.1613934575E9	337.78040100320857
1.1655937955E9	338.98342636030543
1.1697941335E9	338.1463934067537
1.1739944715E9	338.1301509412305
1.1781948095E9	337.8607050730868
1.1823951475E9	338.59372802906023
1.1865954855E9	336.6123829432859
1.189879979E9	334.9198318514936
1.191980148E9	338.18741972043824
1.1949961615E9	336.3211959050721
1.1991964995E9	337.1785584867372
1.2033968375E9	338.21696070754064
1.2075971755E9	337.8697748145243
1.2117975135E9	337.90801819944807
1.2159978515E9	337.9076123736547
1.2183100455E9	336.57940663176265
1.2204102145E9	338.35558472404523
1.2243985275E9	338.35804391839275
1.2285988655E9	338.1204870301747
1.2327992035E9	338.00412117586455
1.2369995415E9	337.8404878957703
1.2411998795E9	337.7700402581256
1.2454002175E9	336.3293755570878
1.2475472805E9	337.9160357880248
1.2496474495E9	338.6496553871411
1.2538008935E9	338.24760967585587
1.2580012315E9	338.18146612185154
1.2622015695E9	338.63423885918
1.2664019075E9	338.5447298245614
1.2706022455E9	337.3995896504197
1.2748025835E9	336.4392916321458
1.2775549185E9	336.12368602777565
1.2796550875E9	336.2283747631256
1.2832032595E9	337.40565156851505
1.2874035975E9	337.79462896879863
1.2916039355E9	337.76861848511794
1.2958042735E9	337.63951935914554
1.3000046115E9	337.5181498480062
1.3042049495E9	337.4173392510227
1.3066270445E9	336.8684408359645
1.3087272135E9	338.2707689188504
1.3126056255E9	337.4455960908098
1.3168059635E9	337.9317322739858
1.3210063015E9	337.8023661724969
1.3252066395E9	337.91778900112234
1.3294069775E9	337.7858128411112
1.333181222E9	336.35892866107736
1.335281391E9	334.1993258426966
1.3378076535E9	337.77143242878356
1.3420079915E9	338.09337671318997
1.3462083295E9	337.7921824475435
1.3504086675E9	338.11229736184083
1.3546090055E9	337.7997772355999
1.3588093435E9	336.5732356261086
1.3630096815E9	335.63273595588595
1.3660089265E9	334.0479298523207
1.3681090955E9	337.9575588770614
1.3714103575E9	338.2651359143328
1.3756106955E9	337.17102790455283
