#Insert size (bp)	insert size
519.0	2838.0
520.0	2851.0
521.0	2683.0
522.0	2656.0
523.0	2585.0
524.0	2655.0
525.0	3100.0
526.0	3671.0
527.0	6305.0
528.0	11131.0
529.0	1119.0
530.0	1112.0
531.0	1081.0
532.0	1074.0
533.0	1021.0
534.0	974.0
535.0	953.0
536.0	1006.0
537.0	944.0
538.0	983.0
539.0	895.0
540.0	938.0
541.0	927.0
542.0	886.0
543.0	811.0
544.0	839.0
545.0	902.0
546.0	865.0
547.0	932.0
548.0	954.0
549.0	1001.0
550.0	986.0
551.0	1013.0
552.0	1012.0
553.0	1057.0
554.0	1037.0
555.0	1018.0
556.0	978.0
557.0	972.0
558.0	908.0
559.0	931.0
560.0	846.0
561.0	835.0
562.0	859.0
563.0	797.0
564.0	732.0
565.0	742.0
566.0	764.0
567.0	736.0
568.0	657.0
569.0	632.0
570.0	658.0
571.0	652.0
572.0	607.0
573.0	615.0
574.0	605.0
575.0	585.0
576.0	549.0
577.0	492.0
578.0	515.0
579.0	524.0
580.0	436.0
581.0	454.0
582.0	465.0
583.0	445.0
584.0	445.0
585.0	415.0
586.0	429.0
587.0	439.0
588.0	407.0
589.0	362.0
590.0	352.0
591.0	381.0
592.0	309.0
593.0	351.0
594.0	332.0
595.0	341.0
596.0	280.0
597.0	320.0
598.0	310.0
599.0	315.0
600.0	299.0
601.0	290.0
602.0	288.0
603.0	255.0
604.0	239.0
605.0	276.0
606.0	258.0
607.0	241.0
608.0	210.0
609.0	261.0
610.0	220.0
611.0	217.0
612.0	216.0
613.0	192.0
614.0	194.0
615.0	179.0
616.0	197.0
617.0	190.0
618.0	185.0
619.0	211.0
620.0	187.0
621.0	168.0
622.0	170.0
623.0	170.0
624.0	182.0
625.0	157.0
626.0	155.0
627.0	147.0
628.0	163.0
629.0	128.0
630.0	130.0
631.0	134.0
632.0	159.0
633.0	155.0
634.0	141.0
635.0	121.0
636.0	131.0
637.0	114.0
638.0	139.0
639.0	131.0
640.0	133.0
641.0	116.0
642.0	116.0
643.0	133.0
644.0	127.0
645.0	112.0
646.0	95.0
647.0	108.0
648.0	101.0
649.0	91.0
650.0	110.0
651.0	112.0
652.0	98.0
653.0	93.0
654.0	96.0
655.0	100.0
656.0	101.0
657.0	115.0
658.0	103.0
659.0	105.0
660.0	99.0
661.0	103.0
662.0	72.0
663.0	82.0
664.0	89.0
665.0	74.0
666.0	97.0
667.0	70.0
668.0	92.0
669.0	95.0
670.0	98.0
671.0	59.0
672.0	78.0
673.0	94.0
674.0	68.0
675.0	89.0
676.0	78.0
677.0	77.0
678.0	83.0
679.0	99.0
680.0	83.0
681.0	65.0
682.0	85.0
683.0	96.0
684.0	86.0
685.0	62.0
686.0	78.0
687.0	67.0
688.0	74.0
689.0	75.0
690.0	65.0
691.0	47.0
692.0	81.0
693.0	61.0
694.0	59.0
695.0	83.0
696.0	73.0
697.0	79.0
698.0	85.0
699.0	58.0
700.0	76.0
701.0	74.0
702.0	75.0
703.0	96.0
704.0	64.0
705.0	65.0
706.0	58.0
707.0	59.0
708.0	63.0
709.0	61.0
710.0	84.0
711.0	58.0
712.0	70.0
713.0	56.0
714.0	63.0
715.0	62.0
716.0	59.0
717.0	72.0
718.0	48.0
719.0	51.0
720.0	66.0
721.0	62.0
722.0	49.0
723.0	52.0
724.0	63.0
725.0	57.0
726.0	53.0
727.0	55.0
728.0	54.0
729.0	73.0
730.0	64.0
731.0	69.0
732.0	49.0
733.0	61.0
734.0	44.0
735.0	60.0
736.0	59.0
737.0	53.0
738.0	63.0
739.0	69.0
740.0	73.0
741.0	42.0
742.0	51.0
743.0	64.0
744.0	63.0
745.0	52.0
746.0	42.0
747.0	62.0
748.0	49.0
749.0	69.0
750.0	53.0
751.0	44.0
752.0	54.0
753.0	59.0
754.0	62.0
755.0	60.0
756.0	49.0
757.0	51.0
758.0	36.0
759.0	48.0
760.0	57.0
761.0	47.0
762.0	29.0
763.0	59.0
764.0	54.0
765.0	39.0
766.0	50.0
767.0	45.0
768.0	45.0
769.0	38.0
770.0	50.0
