#Coverage (X)	Coverage
1.0	80.57909329677202
2.0	74.12668927811686
3.0	66.04675303266407
4.0	56.06075954485424
5.0	44.89344186905449
6.0	33.82905943952049
7.0	24.061209625379703
8.0	16.284726572340006
9.0	10.63361588887841
10.0	6.838403915950309
11.0	4.442664268608425
12.0	2.996017159700642
13.0	2.1403104557729478
14.0	1.6310048050944914
15.0	1.3177784093685716
16.0	1.1121598608918077
17.0	0.9674012468271087
18.0	0.8589039471909246
19.0	0.7732828463238803
20.0	0.7027198815355717
21.0	0.6433186395151864
22.0	0.592644672890259
23.0	0.5482390719669183
24.0	0.5095908658710471
25.0	0.4755955004405621
26.0	0.44540363911477243
27.0	0.41848639579148994
28.0	0.3943742248416129
29.0	0.37271691629155157
30.0	0.3532630617578292
31.0	0.335486691570722
32.0	0.31939417426647765
33.0	0.3047699914367996
34.0	0.2912890501388432
35.0	0.2787668413790385
36.0	0.26721503088730003
37.0	0.25660249021085235
38.0	0.24668739353006686
39.0	0.2376115151748337
40.0	0.2291202922530715
41.0	0.22125437626239375
42.0	0.21369968528053107
43.0	0.20673994652436534
44.0	0.20025784798539803
45.0	0.19414607685222052
46.0	0.18836166038504132
47.0	0.18300595949224885
48.0	0.1779025597683983
49.0	0.17311669407057195
50.0	0.16858670068349113
51.0	0.16427657059389844
