#Insert size (bp)	insert size
392.0	102157.0
393.0	101109.0
394.0	100022.0
395.0	98754.0
396.0	97464.0
397.0	96143.0
398.0	94679.0
399.0	93729.0
400.0	92247.0
401.0	91818.0
402.0	89389.0
403.0	89351.0
404.0	87811.0
405.0	86971.0
406.0	84942.0
407.0	84075.0
408.0	82391.0
409.0	81242.0
410.0	80145.0
411.0	78333.0
412.0	77277.0
413.0	75750.0
414.0	75348.0
415.0	73410.0
416.0	72339.0
417.0	71011.0
418.0	70483.0
419.0	68663.0
420.0	67856.0
421.0	67121.0
422.0	65978.0
423.0	65189.0
424.0	63666.0
425.0	63008.0
426.0	61780.0
427.0	59969.0
428.0	59164.0
429.0	58001.0
430.0	57159.0
431.0	56109.0
432.0	55029.0
433.0	54609.0
434.0	53263.0
435.0	52582.0
436.0	51400.0
437.0	50390.0
438.0	49247.0
439.0	48481.0
440.0	47254.0
441.0	46951.0
442.0	46122.0
443.0	44910.0
444.0	44028.0
445.0	43149.0
446.0	42486.0
447.0	41193.0
448.0	40694.0
449.0	39709.0
450.0	39241.0
451.0	38763.0
452.0	37401.0
453.0	36653.0
454.0	35935.0
455.0	35556.0
456.0	34992.0
457.0	33985.0
458.0	33293.0
459.0	32344.0
460.0	31412.0
461.0	31164.0
462.0	30374.0
463.0	29613.0
464.0	29252.0
465.0	29040.0
466.0	27751.0
467.0	27042.0
468.0	26532.0
469.0	26400.0
470.0	25555.0
471.0	24938.0
472.0	24467.0
473.0	23874.0
474.0	23655.0
475.0	23130.0
476.0	22426.0
477.0	21951.0
478.0	21602.0
479.0	20857.0
480.0	20387.0
481.0	20121.0
482.0	19340.0
483.0	19357.0
484.0	18871.0
485.0	18567.0
486.0	18216.0
487.0	17720.0
488.0	17447.0
489.0	16860.0
490.0	16392.0
491.0	16211.0
492.0	16120.0
493.0	15683.0
494.0	15192.0
495.0	15086.0
496.0	15057.0
497.0	14695.0
498.0	14511.0
499.0	14461.0
500.0	14733.0
501.0	5147.0
502.0	5112.0
503.0	5099.0
504.0	4916.0
505.0	4820.0
506.0	4583.0
507.0	4617.0
508.0	4462.0
509.0	4311.0
510.0	4176.0
511.0	3996.0
512.0	3944.0
513.0	3855.0
514.0	3745.0
515.0	3633.0
516.0	3556.0
517.0	3452.0
518.0	3331.0
519.0	3300.0
520.0	3189.0
521.0	3208.0
522.0	3169.0
523.0	3039.0
524.0	3083.0
525.0	3461.0
526.0	4289.0
527.0	7186.0
528.0	12900.0
529.0	1250.0
530.0	1240.0
531.0	1233.0
532.0	1187.0
533.0	1150.0
534.0	1156.0
535.0	1039.0
536.0	1062.0
537.0	1072.0
538.0	1180.0
539.0	1080.0
540.0	1032.0
541.0	1051.0
542.0	996.0
543.0	1011.0
544.0	995.0
545.0	1032.0
546.0	1031.0
547.0	1084.0
548.0	1054.0
549.0	1162.0
550.0	1184.0
551.0	1170.0
552.0	1226.0
553.0	1228.0
554.0	1202.0
555.0	1176.0
556.0	1147.0
557.0	1098.0
558.0	1099.0
559.0	1153.0
560.0	985.0
561.0	986.0
562.0	982.0
563.0	950.0
564.0	864.0
565.0	879.0
566.0	853.0
567.0	850.0
568.0	848.0
569.0	724.0
570.0	765.0
571.0	733.0
572.0	695.0
573.0	730.0
574.0	642.0
575.0	675.0
576.0	590.0
577.0	633.0
578.0	607.0
579.0	636.0
580.0	555.0
581.0	555.0
582.0	569.0
583.0	543.0
584.0	481.0
585.0	511.0
586.0	486.0
587.0	456.0
588.0	425.0
589.0	427.0
590.0	468.0
591.0	463.0
592.0	446.0
593.0	376.0
594.0	406.0
595.0	380.0
596.0	361.0
597.0	371.0
598.0	371.0
599.0	373.0
600.0	329.0
601.0	297.0
602.0	317.0
603.0	297.0
604.0	303.0
605.0	290.0
606.0	266.0
607.0	252.0
608.0	284.0
609.0	240.0
610.0	256.0
611.0	247.0
612.0	278.0
613.0	224.0
614.0	211.0
615.0	231.0
616.0	254.0
617.0	225.0
618.0	204.0
619.0	210.0
620.0	203.0
621.0	184.0
622.0	190.0
623.0	204.0
624.0	185.0
625.0	197.0
626.0	204.0
627.0	173.0
628.0	175.0
629.0	169.0
630.0	181.0
631.0	160.0
632.0	158.0
633.0	141.0
634.0	146.0
635.0	126.0
636.0	153.0
637.0	141.0
638.0	129.0
639.0	142.0
640.0	142.0
641.0	132.0
642.0	127.0
643.0	126.0
644.0	103.0
645.0	140.0
646.0	136.0
647.0	87.0
648.0	136.0
649.0	133.0
650.0	119.0
651.0	105.0
652.0	120.0
653.0	102.0
654.0	115.0
655.0	114.0
656.0	94.0
657.0	102.0
658.0	113.0
659.0	105.0
660.0	124.0
661.0	117.0
662.0	93.0
663.0	95.0
664.0	101.0
665.0	99.0
666.0	109.0
667.0	95.0
668.0	95.0
669.0	88.0
670.0	105.0
671.0	103.0
672.0	74.0
673.0	74.0
674.0	71.0
675.0	92.0
676.0	85.0
677.0	83.0
678.0	104.0
679.0	79.0
680.0	79.0
681.0	76.0
682.0	87.0
683.0	74.0
684.0	77.0
685.0	77.0
686.0	80.0
687.0	92.0
688.0	83.0
689.0	82.0
690.0	83.0
691.0	85.0
692.0	76.0
693.0	84.0
694.0	66.0
695.0	76.0
696.0	73.0
697.0	70.0
698.0	65.0
699.0	72.0
700.0	81.0
701.0	69.0
702.0	90.0
703.0	68.0
704.0	64.0
705.0	58.0
706.0	66.0
707.0	70.0
708.0	56.0
709.0	54.0
710.0	46.0
711.0	69.0
712.0	55.0
713.0	70.0
714.0	63.0
715.0	50.0
716.0	63.0
717.0	69.0
718.0	69.0
719.0	64.0
720.0	75.0
721.0	62.0
722.0	53.0
723.0	65.0
724.0	63.0
725.0	53.0
726.0	70.0
727.0	62.0
728.0	53.0
729.0	66.0
730.0	50.0
731.0	53.0
732.0	52.0
733.0	60.0
734.0	65.0
735.0	62.0
736.0	52.0
737.0	54.0
738.0	58.0
739.0	48.0
740.0	47.0
741.0	41.0
742.0	50.0
743.0	56.0
744.0	63.0
745.0	57.0
746.0	63.0
747.0	65.0
748.0	55.0
749.0	52.0
750.0	61.0
751.0	64.0
752.0	71.0
753.0	53.0
754.0	42.0
755.0	62.0
756.0	55.0
757.0	34.0
758.0	52.0
759.0	41.0
760.0	54.0
761.0	42.0
762.0	62.0
763.0	55.0
764.0	59.0
765.0	39.0
766.0	49.0
767.0	54.0
768.0	50.0
769.0	46.0
770.0	51.0
771.0	44.0
772.0	33.0
