#GC Content (%)	Sample
1.0	9.015093326821861E-7
2.0	2.5757409505205317E-7
3.0	1.2878704752602658E-7
4.0	2.5757409505205317E-7
5.0	1.2878704752602658E-7
6.0	6.439352376301329E-7
7.0	5.151481901041063E-6
8.0	7.083287613931462E-6
9.0	2.240894626952863E-5
10.0	4.996937444009831E-5
11.0	9.362818355142133E-5
12.0	1.803018665364372E-4
13.0	2.7341490189775443E-4
14.0	4.242245345507315E-4
15.0	5.980870487108674E-4
16.0	8.650625982323206E-4
17.0	0.0012384162490102714
18.0	0.0017074586761000603
19.0	0.0023660756371481602
20.0	0.003219676188150664
21.0	0.004298525285276189
22.0	0.005583691232538408
23.0	0.00738735383314041
24.0	0.009682982955291833
25.0	0.013790259474991873
26.0	0.013898955743103838
27.0	0.018760924361306393
28.0	0.022166053897894538
29.0	0.02600262004369487
30.0	0.030209706525227576
31.0	0.0346815791764738
32.0	0.039423518266382095
33.0	0.04380240666931452
34.0	0.0474238984457464
35.0	0.049548884729925836
36.0	0.050936822741113816
37.0	0.05205520946182984
38.0	0.051878642419671654
39.0	0.050102926608382795
40.0	0.04721397555827897
41.0	0.044273123328022156
42.0	0.04106877279852709
43.0	0.03792649762593957
44.0	0.03477404827659748
45.0	0.03135913092439737
46.0	0.0278598580560677
47.0	0.024654219656097372
48.0	0.02102615974024168
49.0	0.017866111955095562
50.0	0.01518643985722153
51.0	0.01417378730252438
52.0	0.009820656309097158
53.0	0.009258243272550998
54.0	0.0076196856668773625
55.0	0.006236641563495362
56.0	0.005015225204758528
57.0	0.004061428330780774
58.0	0.0032747970444918033
59.0	0.0025488244575875914
60.0	0.0020326459711032772
61.0	0.0018143519255466622
62.0	0.0016707543675551428
63.0	0.001346983730074712
64.0	9.777512648175936E-4
65.0	7.315104299478309E-4
66.0	6.367231629686754E-4
67.0	5.731023614908182E-4
68.0	4.5861067624018064E-4
69.0	3.6511127973628535E-4
70.0	3.2325548929032673E-4
71.0	2.5911953962236544E-4
72.0	2.0992288746742333E-4
73.0	1.4849146579750864E-4
74.0	1.2968855685870876E-4
75.0	1.0444629554360757E-4
76.0	9.285546126626517E-5
77.0	6.207535690754481E-5
78.0	4.559061482421341E-5
79.0	3.309827121418883E-5
80.0	2.6014983600257366E-5
81.0	1.828776074869577E-5
82.0	1.6227167988279346E-5
83.0	1.2878704752602658E-5
84.0	3.348463235676691E-6
85.0	3.8636114257807975E-7
86.0	3.8636114257807975E-7
87.0	2.5757409505205317E-7
88.0	2.5757409505205317E-7
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
