#Position (bp)	mapping quality
2100169.5	33.22685521986419
6300507.5	33.323146109634834
1.05008455E7	29.852312923135223
1.47011835E7	30.315955623779125
1.89015215E7	29.259164885879645
2.31018595E7	32.8451460899295
2.73021975E7	29.344572625578216
3.15025355E7	31.14804900150341
3.57028735E7	21.3720394724454
3.8653933E7	21.348604749794234
4.0754102E7	21.86001630269169
4.41035495E7	32.25186326038732
4.83038875E7	30.778530092924672
5.25042255E7	34.07837777291205
5.67045635E7	31.885700211679637
6.09049015E7	34.487350941765065
6.51052395E7	31.310736652073835
6.75716935E7	26.74606347524513
6.96718625E7	19.781166734334583
7.35059155E7	23.539122383817524
7.77062535E7	22.70390987909418
8.19065915E7	32.69976805403175
8.61069295E7	30.494235945501707
9.03072675E7	34.16566040838335
9.45076055E7	33.018025173870654
9.87079435E7	32.575950150281464
1.029082815E8	21.433360854679
1.061478055E8	17.535214338516266
1.082479745E8	28.480016543255527
1.113089575E8	31.92189918863459
1.155092955E8	34.92764852609592
1.197096335E8	32.17315129488921
1.239099715E8	30.17759227772882
1.281103095E8	18.536362018489793
1.323106475E8	19.034915391172095
1.365109855E8	15.87296727217968
1.407113235E8	18.82159873866678
1.431893125E8	24.874602967567252
1.452894815E8	21.722529828120535
1.491119995E8	29.847344687320657
1.533123375E8	33.35646670634618
1.575126755E8	33.41132728913208
1.617130135E8	33.69566977996703
1.659133515E8	34.672454238878316
1.701136895E8	33.219256612275586
1.743140275E8	31.8486443676971
1.785143655E8	29.069500736172177
1.82081576E8	27.69692862973868
1.84181745E8	23.919819028789075
1.869150415E8	30.46990548513816
1.911153795E8	32.445923415939845
1.953157175E8	28.298953220158626
1.995160555E8	27.552679974126875
2.037163935E8	31.54472621152509
2.079167315E8	33.559262077613134
2.121170695E8	33.69375102855986
2.159577405E8	29.884934068530974
2.180579095E8	18.830178659432153
2.205177455E8	20.446614967371666
2.247180835E8	29.60529853376711
2.289184215E8	33.14130147622394
2.331187595E8	30.48364123038221
2.373190975E8	33.54142222125644
2.415194355E8	31.647653338057573
2.457197735E8	31.343633944327767
2.499201115E8	26.126920073582063
2.541204495E8	29.765313844162904
2.583207875E8	31.14375963851785
2.625211255E8	17.20707007784599
2.64771353E8	35.036798043961646
2.66871522E8	21.959990085711365
2.709218015E8	32.95268800317892
2.751221395E8	32.41521410930406
2.793224775E8	34.576541430349586
2.835228155E8	33.229232016283184
2.877231535E8	30.963867302400203
2.911785265E8	25.13599747885979
2.932786955E8	24.770958944782734
2.961238295E8	25.437402523401104
3.003241675E8	31.585154337838105
3.045245055E8	33.1059037726419
3.087248435E8	32.35088485004187
3.129251815E8	34.62588449173252
3.171255195E8	32.303969954993356
3.213258575E8	25.914113096888677
3.242401025E8	20.21841171317253
3.263402715E8	30.919029941549812
3.297265335E8	30.120380440086738
3.339268715E8	33.73694774527294
3.381272095E8	27.737260947445492
3.423275475E8	33.27092989071746
3.45205241E8	29.268119275556405
3.4730541E8	16.85006864651164
3.507282235E8	28.283530350083762
3.549285615E8	30.659693749443225
3.591288995E8	34.63469521623399
3.633292375E8	35.15255443038826
3.675295755E8	21.17861761902873
3.71240276E8	24.071861173719068
3.73340445E8	23.62189488184483
3.759302515E8	30.128735209059325
3.801305895E8	29.9591927147961
3.843309275E8	33.19310452815451
3.885312655E8	32.23953742014261
3.927316035E8	32.11286535102776
3.969319415E8	30.462402882843335
3.995115505E8	25.86994064643273
4.016117195E8	26.775590420663153
4.053326175E8	28.636534584135095
4.095329555E8	33.98472037841812
4.137332935E8	32.61460547580602
4.179336315E8	33.055954782732236
