#Position (bp)	Coverage	Std
2100169.5	4.614317228756352	4.076618546203614
6300507.5	4.9725110217320605	4.846509933113289
1.05008455E7	4.544681642286883	5.884560705324231
1.47011835E7	3.971992253956705	4.355714073576481
1.89015215E7	5.317579204340222	5.001293609491598
2.31018595E7	4.8786145305449224	4.3566574016168556
2.73021975E7	4.025250110824414	4.6326717572329414
3.15025355E7	4.855242601904894	5.952999341828546
3.57028735E7	3.4137524170673883	6.105174633297162
3.8653933E7	3.1756095525805024	4.508805532968592
4.0754102E7	3.8062313567391097	7.6978614680628
4.41035495E7	4.851479809481999	4.919556835215958
4.83038875E7	5.0616036138044125	5.318693571387945
5.25042255E7	5.264777739315265	3.8014061830280617
5.67045635E7	4.882434937378849	5.594936624162321
6.09049015E7	5.1992911046682435	3.750078972971655
6.51052395E7	4.61567021511126	4.252222205840296
6.75716935E7	3.2259743096222886	3.515050644958688
6.96718625E7	5.375940085957307	21.882859124768533
7.35059155E7	4.141242919022231	5.722927735936756
7.77062535E7	3.3222321632211504	4.784021152850389
8.19065915E7	4.714696531564841	6.04734650989026
8.61069295E7	5.549941219016184	7.372697726924994
9.03072675E7	5.215232916970015	4.19600564072525
9.45076055E7	5.478180089316622	7.214722915633775
9.87079435E7	5.438958721893333	5.799925388939913
1.029082815E8	5.369425746213757	34.40272899216962
1.061478055E8	4.913072747300007	14.719729045672892
1.082479745E8	3.765966149535706	4.28452329710947
1.113089575E8	4.3662150522172265	3.937420744195383
1.155092955E8	5.018054499423618	3.034052160391122
1.197096335E8	4.356778906840354	3.7200275073108235
1.239099715E8	4.3584951972912656	4.249345853137401
1.281103095E8	3.1343732337730916	4.733992229190214
1.323106475E8	4.08602569602732	18.20058473475755
1.365109855E8	2.456842520768567	4.6020011096622255
1.407113235E8	3.198776384186225	10.739287660188756
1.431893125E8	4.413550103223757	9.616044076936609
1.452894815E8	3.108063464489485	4.528316030076467
1.491119995E8	4.097398590303923	3.827088457149343
1.533123375E8	4.29158153462888	3.6608967177684555
1.575126755E8	4.411560926763513	3.7642227665442367
1.617130135E8	4.915685832902019	4.73763539889588
1.659133515E8	4.929981587196078	4.333094072478051
1.701136895E8	4.773609885680629	4.155268658007577
1.743140275E8	4.739420494255462	4.783229726797044
1.785143655E8	5.1195406179217	5.6359050475735195
1.82081576E8	4.31026252495243	6.57407191661009
1.84181745E8	2.5507547847787375	4.388853843215265
1.869150415E8	4.206079844050645	3.7197810730293766
1.911153795E8	4.9518131636073095	4.861799114950625
1.953157175E8	5.638040319612374	6.366377279696538
1.995160555E8	4.420484732419153	10.535870446294991
2.037163935E8	5.07739043857899	5.43776460947891
2.079167315E8	5.495154437571452	4.975280019566013
2.121170695E8	5.074880164405817	5.031745776724118
2.159577405E8	4.67526782502979	6.3047247482834905
2.180579095E8	1.9999874884267947	4.0213643229868925
2.205177455E8	3.388616344684642	6.365908393284365
2.247180835E8	4.113385637060636	3.957096440003898
2.289184215E8	5.033900128989619	3.6969183268497905
2.331187595E8	5.285380843160717	6.266190484345011
2.373190975E8	5.434200295309568	4.2325796147884045
2.415194355E8	5.4829301832376345	5.345040325115066
2.457197735E8	5.273881292410278	4.674648087362341
2.499201115E8	5.751068366402894	23.86101207993338
2.541204495E8	5.183870202826535	6.266199298888958
2.583207875E8	4.172220902222631	3.981603488598919
2.625211255E8	4.225066411322136	17.30654900385712
2.64771353E8	4.603431328448572	3.7522685121929693
2.66871522E8	3.4633363083784228	4.187312187233425
2.709218015E8	5.105844577269734	3.5873845814216114
2.751221395E8	5.350135393865922	4.512251475290009
2.793224775E8	4.986424901995982	4.300233291064987
2.835228155E8	4.768076759536971	4.298011975582529
2.877231535E8	4.6195632351491716	8.058024321644245
2.911785265E8	3.8458619514110053	4.546532730581439
2.932786955E8	4.30398206627157	5.589317281473465
2.961238295E8	5.048882494694475	10.951186304224057
3.003241675E8	4.359858182841476	4.111832790771626
3.045245055E8	5.148383772924941	4.776692916633145
3.087248435E8	4.89295623352216	4.7424607351932115
3.129251815E8	5.272848994533297	3.7136323067231944
3.171255195E8	4.99103072181334	6.780185975613585
3.213258575E8	4.212942625093504	10.42011542943697
3.242401025E8	3.460531940506783	12.7538214075268
3.263402715E8	5.144176976315087	4.279876098066539
3.297265335E8	4.2933535348821925	4.388645415525617
3.339268715E8	5.239865220370361	3.902184225346954
3.381272095E8	3.9595473030979886	8.352814822159067
3.423275475E8	4.922143408459034	4.417267789943449
3.45205241E8	3.5548326772982715	3.9639095388165777
3.4730541E8	7.312357553371295	49.75158980549602
3.507282235E8	5.424068015478754	13.707482996867624
3.549285615E8	5.892848385058536	17.821950355516698
3.591288995E8	5.214081342977637	3.723232322314112
3.633292375E8	5.027959892751488	3.255407844541902
3.675295755E8	6.710434731681117	65.3018021173127
3.71240276E8	2.819180810806867	4.9082273302128865
3.73340445E8	3.570113604452273	6.446365043307621
3.759302515E8	4.796207590912922	5.315960857225727
3.801305895E8	5.49693619894399	5.7040825530715695
3.843309275E8	5.204508303855547	3.864176128302591
3.885312655E8	5.039568482345945	8.105691366849582
3.927316035E8	4.351750978135569	4.72393065132886
3.969319415E8	4.269382844904387	5.250652421126294
3.995115505E8	2.7475294093108626	3.75660037077897
4.016117195E8	4.29929864894131	4.660700886809734
4.053326175E8	5.288271086755399	9.472987607967362
4.095329555E8	5.102838390624754	4.00502405933003
4.137332935E8	4.676004169188289	5.217790351434143
4.179336315E8	5.268486012316152	5.206441038899099
4.221339695E8	4.453585401936701	4.648979145586222
4.263343075E8	3.9384675709431005	4.113093143594111
4.29544739E8	2.449825153961338	4.064319291158206
4.31644908E8	2.823770224763652	3.8384642355892544
4.347349835E8	3.7980233971647044	5.223663559058485
4.389353215E8	4.727537164866256	4.5344645627450735
4.431356595E8	4.2824508408609026	3.651917215434349
4.473359975E8	4.459619440149816	4.068623080867494
4.515363355E8	4.570284581859841	4.398765600415727
4.557366735E8	4.9640136103332635	4.733413296824068
4.594834625E8	3.2817829857526326	4.270961531077815
4.615836315E8	3.674371457108273	5.0482549608632254
4.641373495E8	3.885833711477505	23.16523789180602
4.683376875E8	3.9009696362530826	4.709306338128816
4.725380255E8	4.461404058435297	3.9594352691013133
4.767383635E8	4.830835994627099	4.2798629477757615
4.809387015E8	4.676636023100998	4.378678741363769
4.851390395E8	3.0848960250341757	3.512479280446766
4.88957394E8	4.21805416237071	20.347449785271227
4.91057563E8	4.741244058971134	6.901359676079004
4.935397155E8	4.805941331388093	4.82011119429361
4.977400535E8	5.115711164196786	4.263593659666902
5.019403915E8	5.307523108854573	5.987609989088123
