#Insert size (bp)	insert size
278.0	129856.0
279.0	130522.0
280.0	132004.0
281.0	132994.0
282.0	134607.0
283.0	135188.0
284.0	135481.0
285.0	137489.0
286.0	138129.0
287.0	140480.0
288.0	141357.0
289.0	142977.0
290.0	144383.0
291.0	144411.0
292.0	144693.0
293.0	145530.0
294.0	145503.0
295.0	147156.0
296.0	148231.0
297.0	149159.0
298.0	150218.0
299.0	150823.0
300.0	151405.0
301.0	151752.0
302.0	152120.0
303.0	152487.0
304.0	152312.0
305.0	152931.0
306.0	152630.0
307.0	154284.0
308.0	154566.0
309.0	155040.0
310.0	154778.0
311.0	154214.0
312.0	154363.0
313.0	153961.0
314.0	153808.0
315.0	153409.0
316.0	153565.0
317.0	154113.0
318.0	153458.0
319.0	153326.0
320.0	153625.0
321.0	152355.0
322.0	152091.0
323.0	151544.0
324.0	149928.0
325.0	149848.0
326.0	149542.0
327.0	148905.0
328.0	148129.0
329.0	147925.0
330.0	147270.0
331.0	146686.0
332.0	145477.0
333.0	144381.0
334.0	142783.0
335.0	142545.0
336.0	140937.0
337.0	140166.0
338.0	139007.0
339.0	138213.0
340.0	137374.0
341.0	136915.0
342.0	135855.0
343.0	133436.0
344.0	132756.0
345.0	131798.0
346.0	130460.0
347.0	129236.0
348.0	128079.0
349.0	126158.0
350.0	125365.0
351.0	124123.0
352.0	123271.0
353.0	120966.0
354.0	118860.0
355.0	117782.0
356.0	116919.0
357.0	114899.0
358.0	113660.0
359.0	113400.0
360.0	111502.0
361.0	109679.0
362.0	109038.0
363.0	106868.0
364.0	105854.0
365.0	103972.0
366.0	102056.0
367.0	101646.0
368.0	99281.0
369.0	98463.0
370.0	97230.0
371.0	95898.0
372.0	95056.0
373.0	92998.0
374.0	91561.0
375.0	89495.0
376.0	88672.0
377.0	87239.0
378.0	85264.0
379.0	84566.0
380.0	83198.0
381.0	81573.0
382.0	80539.0
383.0	78904.0
384.0	77479.0
385.0	75931.0
386.0	74930.0
387.0	72927.0
388.0	71818.0
389.0	70810.0
390.0	69147.0
391.0	67797.0
392.0	67264.0
393.0	65449.0
394.0	64558.0
395.0	63423.0
396.0	61684.0
397.0	60887.0
398.0	59489.0
399.0	58486.0
400.0	57302.0
401.0	56012.0
402.0	55001.0
403.0	54049.0
404.0	52862.0
405.0	51757.0
406.0	50312.0
407.0	49635.0
408.0	48398.0
409.0	47540.0
410.0	46427.0
411.0	45495.0
412.0	44457.0
413.0	43444.0
414.0	42515.0
415.0	41492.0
416.0	40409.0
417.0	39220.0
418.0	38116.0
419.0	37380.0
420.0	36605.0
421.0	36095.0
422.0	35145.0
423.0	34373.0
424.0	33784.0
425.0	32847.0
426.0	32003.0
427.0	31182.0
428.0	30219.0
429.0	29796.0
430.0	28734.0
431.0	28409.0
432.0	28096.0
433.0	27396.0
434.0	26485.0
435.0	25616.0
436.0	25230.0
437.0	24591.0
438.0	23886.0
439.0	23207.0
440.0	22796.0
441.0	22322.0
442.0	21797.0
443.0	20880.0
444.0	20438.0
445.0	20144.0
446.0	19653.0
447.0	19146.0
448.0	18395.0
449.0	18091.0
450.0	17480.0
451.0	17008.0
452.0	16793.0
453.0	16557.0
454.0	16170.0
455.0	15653.0
456.0	15214.0
457.0	14745.0
458.0	14425.0
459.0	14014.0
460.0	13639.0
461.0	13550.0
462.0	12954.0
463.0	12754.0
464.0	12301.0
465.0	12137.0
466.0	11753.0
467.0	11423.0
468.0	11095.0
469.0	10724.0
470.0	10430.0
471.0	10315.0
472.0	9978.0
473.0	9739.0
474.0	9502.0
475.0	9461.0
476.0	9212.0
477.0	8840.0
478.0	8648.0
479.0	8424.0
480.0	8147.0
481.0	7970.0
482.0	7824.0
483.0	7445.0
484.0	7429.0
485.0	7482.0
486.0	7172.0
487.0	7060.0
488.0	6681.0
489.0	6543.0
490.0	6395.0
491.0	6192.0
492.0	6069.0
493.0	6078.0
494.0	5944.0
495.0	5990.0
496.0	5837.0
497.0	5674.0
498.0	5673.0
499.0	5441.0
500.0	5727.0
501.0	1874.0
502.0	1845.0
503.0	1768.0
504.0	1797.0
505.0	1679.0
506.0	1722.0
507.0	1574.0
508.0	1577.0
509.0	1517.0
510.0	1413.0
511.0	1313.0
512.0	1378.0
513.0	1332.0
514.0	1287.0
515.0	1270.0
516.0	1226.0
517.0	1171.0
518.0	1093.0
519.0	1092.0
520.0	1115.0
521.0	1081.0
522.0	998.0
523.0	1047.0
524.0	1004.0
525.0	1238.0
526.0	1411.0
527.0	2380.0
528.0	4157.0
529.0	434.0
530.0	417.0
531.0	462.0
532.0	397.0
533.0	427.0
534.0	379.0
535.0	371.0
536.0	350.0
537.0	360.0
538.0	336.0
539.0	368.0
540.0	380.0
541.0	328.0
542.0	353.0
543.0	371.0
544.0	336.0
545.0	337.0
546.0	298.0
547.0	350.0
548.0	368.0
549.0	406.0
550.0	377.0
551.0	376.0
552.0	432.0
553.0	430.0
554.0	381.0
555.0	379.0
556.0	378.0
557.0	389.0
558.0	337.0
559.0	322.0
560.0	360.0
561.0	362.0
562.0	352.0
563.0	335.0
564.0	291.0
565.0	318.0
566.0	298.0
567.0	292.0
568.0	264.0
569.0	264.0
570.0	262.0
571.0	275.0
572.0	254.0
573.0	228.0
574.0	254.0
575.0	245.0
576.0	244.0
577.0	247.0
578.0	220.0
579.0	223.0
580.0	229.0
581.0	205.0
582.0	200.0
583.0	205.0
584.0	173.0
585.0	168.0
586.0	162.0
587.0	193.0
588.0	161.0
589.0	155.0
590.0	170.0
591.0	161.0
592.0	159.0
593.0	159.0
594.0	139.0
595.0	159.0
596.0	131.0
597.0	176.0
598.0	125.0
599.0	134.0
600.0	143.0
601.0	137.0
602.0	146.0
603.0	135.0
604.0	128.0
605.0	107.0
606.0	118.0
607.0	118.0
608.0	126.0
609.0	98.0
610.0	104.0
611.0	129.0
612.0	101.0
613.0	111.0
614.0	100.0
615.0	81.0
616.0	98.0
617.0	113.0
618.0	82.0
619.0	99.0
620.0	93.0
621.0	101.0
622.0	87.0
623.0	93.0
624.0	86.0
625.0	79.0
626.0	114.0
627.0	87.0
628.0	82.0
629.0	98.0
630.0	82.0
631.0	83.0
632.0	76.0
633.0	65.0
634.0	98.0
635.0	105.0
636.0	79.0
637.0	78.0
638.0	77.0
639.0	74.0
640.0	69.0
641.0	80.0
642.0	77.0
643.0	84.0
644.0	62.0
645.0	67.0
646.0	58.0
647.0	60.0
648.0	88.0
649.0	78.0
650.0	67.0
651.0	68.0
652.0	59.0
653.0	66.0
654.0	62.0
655.0	75.0
656.0	60.0
657.0	63.0
658.0	64.0
659.0	71.0
660.0	71.0
661.0	64.0
662.0	64.0
663.0	74.0
664.0	47.0
665.0	54.0
666.0	66.0
667.0	63.0
668.0	50.0
669.0	60.0
670.0	60.0
671.0	57.0
672.0	64.0
673.0	58.0
674.0	53.0
675.0	66.0
676.0	55.0
677.0	47.0
678.0	54.0
679.0	63.0
680.0	61.0
681.0	61.0
682.0	56.0
683.0	42.0
684.0	47.0
685.0	57.0
686.0	59.0
687.0	44.0
688.0	47.0
689.0	49.0
690.0	51.0
691.0	59.0
692.0	50.0
693.0	48.0
694.0	53.0
695.0	45.0
696.0	38.0
697.0	47.0
698.0	56.0
699.0	52.0
700.0	50.0
701.0	52.0
702.0	31.0
703.0	44.0
704.0	56.0
705.0	52.0
706.0	51.0
707.0	45.0
708.0	34.0
709.0	44.0
710.0	45.0
711.0	30.0
712.0	55.0
