#Insert size (bp)	insert size
123.0	1.0
124.0	1.0
125.0	6.0
126.0	7.0
127.0	6.0
128.0	8.0
129.0	8.0
130.0	27.0
131.0	36.0
132.0	51.0
133.0	66.0
134.0	54.0
135.0	84.0
136.0	91.0
137.0	100.0
138.0	156.0
139.0	173.0
140.0	197.0
141.0	268.0
142.0	361.0
143.0	402.0
144.0	442.0
145.0	591.0
146.0	727.0
147.0	959.0
148.0	1308.0
149.0	1851.0
150.0	12659.0
151.0	18367.0
152.0	19364.0
153.0	19750.0
154.0	18782.0
155.0	17148.0
156.0	15607.0
157.0	15076.0
158.0	14780.0
159.0	15392.0
160.0	15508.0
161.0	16127.0
162.0	16732.0
163.0	16823.0
164.0	17267.0
165.0	17369.0
166.0	17671.0
167.0	18055.0
168.0	18145.0
169.0	18459.0
170.0	18564.0
171.0	19176.0
172.0	19881.0
173.0	20075.0
174.0	20818.0
175.0	21434.0
176.0	21472.0
177.0	21827.0
178.0	22381.0
179.0	22658.0
180.0	22970.0
181.0	23324.0
182.0	23876.0
183.0	24957.0
184.0	25537.0
185.0	25895.0
186.0	26731.0
187.0	26872.0
188.0	27423.0
189.0	27804.0
190.0	28020.0
191.0	28718.0
192.0	29322.0
193.0	30277.0
194.0	30939.0
195.0	31864.0
196.0	32572.0
197.0	33002.0
198.0	33625.0
199.0	34119.0
200.0	34262.0
201.0	35378.0
202.0	35708.0
203.0	37249.0
204.0	37820.0
205.0	38806.0
206.0	39752.0
207.0	40632.0
208.0	41034.0
209.0	41938.0
210.0	42527.0
211.0	42892.0
212.0	44092.0
213.0	45298.0
214.0	45998.0
215.0	47622.0
216.0	48230.0
217.0	49117.0
218.0	49877.0
219.0	50696.0
220.0	51964.0
221.0	52273.0
222.0	53134.0
223.0	54678.0
224.0	55898.0
225.0	57231.0
226.0	58518.0
227.0	59514.0
228.0	60713.0
229.0	61806.0
230.0	62201.0
231.0	63640.0
232.0	64484.0
233.0	65878.0
234.0	66887.0
235.0	69097.0
236.0	70114.0
237.0	71600.0
238.0	72717.0
239.0	74013.0
240.0	75052.0
241.0	76364.0
242.0	77350.0
243.0	78592.0
244.0	79981.0
245.0	82101.0
246.0	83583.0
247.0	85450.0
248.0	86537.0
249.0	88182.0
250.0	89051.0
251.0	90587.0
252.0	91116.0
253.0	92828.0
254.0	94014.0
255.0	95905.0
256.0	97590.0
257.0	99178.0
258.0	100679.0
259.0	101836.0
260.0	103377.0
261.0	104885.0
262.0	106046.0
263.0	106931.0
264.0	108751.0
265.0	110658.0
266.0	112327.0
267.0	114388.0
268.0	115683.0
269.0	117447.0
270.0	118212.0
271.0	119408.0
272.0	120889.0
273.0	121655.0
274.0	123215.0
275.0	124878.0
276.0	126105.0
277.0	128446.0
