Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR18681855_1	(0.0, 0.0020693159035621187)	(1.0, 0.001868132412938024)	(2.0, 0.0023136101421770915)	(3.0, 0.0036518396110605793)	(4.0, 0.005721155514622699)	(5.0, 0.009143071136398598)	(6.0, 0.013806217044078513)	(7.0, 0.0207183069719492)	(8.0, 0.03106668277092608)	(9.0, 0.044016073698685904)	(10.0, 0.0603766025612239)	(11.0, 0.08090270744838045)	(12.0, 0.10624284586118497)	(13.0, 0.13753945262139575)	(14.0, 0.1759744807364293)	(15.0, 0.2246806445602894)	(16.0, 0.28438364168415586)	(17.0, 0.3545930873496324)	(18.0, 0.43977812909844005)	(19.0, 0.5459060129649826)	(20.0, 0.6747496684603851)	(21.0, 0.832242212276892)	(22.0, 1.0184734584728177)	(23.0, 1.2236985817210573)	(24.0, 1.4472547542712513)	(25.0, 1.6857541898437831)	(26.0, 1.9373862370230361)	(27.0, 2.203530439744718)	(28.0, 2.4955213321680976)	(29.0, 2.8137900217730833)	(30.0, 3.1402389758093374)	(31.0, 3.4461151216481127)	(32.0, 3.6922056414293714)	(33.0, 3.8680921043886527)	(34.0, 3.9990589642226055)	(35.0, 4.1079441396793985)	(36.0, 4.189173770300043)	(37.0, 4.216933499443836)	(38.0, 4.17584356776503)	(39.0, 4.079584452626066)	(40.0, 3.9426485504765427)	(41.0, 3.7760955644572864)	(42.0, 3.59380715542136)	(43.0, 3.3983160798132266)	(44.0, 3.18743985601585)	(45.0, 2.966736177957719)	(46.0, 2.73403513798996)	(47.0, 2.492282637225283)	(48.0, 2.2546238612385734)	(49.0, 2.0193038433303685)	(50.0, 1.7893457247035294)	(51.0, 1.5680402924546921)	(52.0, 1.3637995312855775)	(53.0, 1.1830074244611677)	(54.0, 1.0180225919000796)	(55.0, 0.8665080718049745)	(56.0, 0.7312355260154324)	(57.0, 0.6137389786474621)	(58.0, 0.5077027051204)	(59.0, 0.41755633479030896)	(60.0, 0.34952218561720544)	(61.0, 0.29375304424750653)	(62.0, 0.24238479173520977)	(63.0, 0.1936031841023656)	(64.0, 0.15030023402669546)	(65.0, 0.11595174556496383)	(66.0, 0.08977274384750349)	(67.0, 0.07201291195642825)	(68.0, 0.05660261583085584)	(69.0, 0.043635262091433154)	(70.0, 0.03539392410051041)	(71.0, 0.028111800252384685)	(72.0, 0.02248944020190775)	(73.0, 0.020310551147202153)	(74.0, 0.01791970091487474)	(75.0, 0.013901419945891702)	(76.0, 0.010220839836170535)	(77.0, 0.00745456684008923)	(78.0, 0.005737322045119278)	(79.0, 0.004549980194203861)	(80.0, 0.003321323876463852)	(81.0, 0.0022812770811839332)	(82.0, 0.0014495989011932553)	(83.0, 0.0007777897450020812)	(84.0, 0.0006484575010294488)	(85.0, 0.0005766062543779864)	(86.0, 0.00027123845610927083)	(87.0, 0.0001688504296309368)	(88.0, 0.00010957315114348026)	(89.0, 5.029587265602372e-05)	(90.0, 4.311074799087748e-05)	(91.0, 3.7721904492017796e-05)	(92.0, 2.33516551617253e-05)	(93.0, 1.257396816400593e-05)	(94.0, 3.5925623325731235e-06)	(95.0, 3.5925623325731235e-06)	(96.0, 3.5925623325731235e-06)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR18681855_2	(0.0, 0.0016956925887528017)	(1.0, 0.0015735452412578965)	(2.0, 0.0016561743292691558)	(3.0, 0.0024447432344200876)	(4.0, 0.004133250685084954)	(5.0, 0.006759418656225416)	(6.0, 0.010510060738127798)	(7.0, 0.01644318851424062)	(8.0, 0.02516414986847245)	(9.0, 0.03706453482661579)	(10.0, 0.05219104678624221)	(11.0, 0.07154960507966271)	(12.0, 0.09601140770003945)	(13.0, 0.12680870582945342)	(14.0, 0.16481808631463274)	(15.0, 0.2112394672162627)	(16.0, 0.2693726232012276)	(17.0, 0.3394636452490394)	(18.0, 0.4242752189545092)	(19.0, 0.53018415437068)	(20.0, 0.6586687936591444)	(21.0, 0.8138767577811632)	(22.0, 0.997663608647946)	(23.0, 1.2029142632679144)	(24.0, 1.4247715682936237)	(25.0, 1.661622460224333)	(26.0, 1.9146632645516832)	(27.0, 2.1849304374448586)	(28.0, 2.4812832541662844)	(29.0, 2.7982681949072172)	(30.0, 3.123386711963693)	(31.0, 3.432676369812447)	(32.0, 3.685201640481987)	(33.0, 3.8679825720164596)	(34.0, 4.003927180924723)	(35.0, 4.117558343500902)	(36.0, 4.202950117106973)	(37.0, 4.230282382393479)	(38.0, 4.189948609736853)	(39.0, 4.100899600844024)	(40.0, 3.9652765268651953)	(41.0, 3.7985364161120394)	(42.0, 3.6173865109235295)	(43.0, 3.419263513286793)	(44.0, 3.20766119659709)	(45.0, 2.9900485118968283)	(46.0, 2.760113315375757)	(47.0, 2.512687696464129)	(48.0, 2.2688582391655125)	(49.0, 2.0348023659510104)	(50.0, 1.8042456549853325)	(51.0, 1.5839151918033094)	(52.0, 1.3785082604299286)	(53.0, 1.1922946291739456)	(54.0, 1.0254072230899873)	(55.0, 0.8725793359595971)	(56.0, 0.735926990949672)	(57.0, 0.6166626801125509)	(58.0, 0.5112279638101839)	(59.0, 0.4207060016093272)	(60.0, 0.351444863010672)	(61.0, 0.2950145847525478)	(62.0, 0.24337320103003265)	(63.0, 0.1952920532300896)	(64.0, 0.15206626249306904)	(65.0, 0.11672077195399183)	(66.0, 0.09017887185715773)	(67.0, 0.07214417525643937)	(68.0, 0.056900904802884)	(69.0, 0.04422272864672163)	(70.0, 0.035641877485204546)	(71.0, 0.028923773372984758)	(72.0, 0.023207996024031986)	(73.0, 0.020112997792653728)	(74.0, 0.017494014959601203)	(75.0, 0.014070296660699888)	(76.0, 0.010779503416425383)	(77.0, 0.007856948499157579)	(78.0, 0.005891813232107192)	(79.0, 0.004632617782196478)	(80.0, 0.0033518669180219573)	(81.0, 0.0024483358034640555)	(82.0, 0.0018537656266873848)	(83.0, 0.0011352518178938248)	(84.0, 0.0007795874825410126)	(85.0, 0.0006933658254857853)	(86.0, 0.0004167380091002648)	(87.0, 0.0002227392807260036)	(88.0, 0.000125739916538873)	(89.0, 4.13145440056297e-05)	(90.0, 7.1851380879356e-06)	(91.0, 1.7962845219839e-06)	(92.0, 5.3888535659517e-06)	(93.0, 3.5925690439678e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR18681856_1	(0.0, 0.0015304417803420859)	(1.0, 0.0015196640213255925)	(2.0, 0.0019382003297994258)	(3.0, 0.0033518830541294986)	(4.0, 0.005602638395407237)	(5.0, 0.008735373682868034)	(6.0, 0.013400347043840332)	(7.0, 0.020598093773688618)	(8.0, 0.030258558438805677)	(9.0, 0.04274998113892172)	(10.0, 0.05886811974808784)	(11.0, 0.07910336230155451)	(12.0, 0.10375928234495296)	(13.0, 0.13378791525807343)	(14.0, 0.1720956633890304)	(15.0, 0.21923758132717325)	(16.0, 0.2774680170001186)	(17.0, 0.3482347827024153)	(18.0, 0.43184863715237237)	(19.0, 0.5376071937948849)	(20.0, 0.6691156130209699)	(21.0, 0.8248003420142194)	(22.0, 1.0069857841358574)	(23.0, 1.2146696077973493)	(24.0, 1.4365872585332906)	(25.0, 1.6672241163135753)	(26.0, 1.9185452899396807)	(27.0, 2.192463831637034)	(28.0, 2.482313697453934)	(29.0, 2.792118584089872)	(30.0, 3.1122323972250863)	(31.0, 3.415581406210145)	(32.0, 3.6659523407496293)	(33.0, 3.847965338727003)	(34.0, 3.9827484004009324)	(35.0, 4.090917582476801)	(36.0, 4.168731206282715)	(37.0, 4.192330905942497)	(38.0, 4.155188952078491)	(39.0, 4.067984307582872)	(40.0, 3.9396283828691114)	(41.0, 3.7821258051884135)	(42.0, 3.6048586137646352)	(43.0, 3.4083279743920447)	(44.0, 3.1983826176302586)	(45.0, 2.9816634393266055)	(46.0, 2.753501873533776)	(47.0, 2.5135117172203443)	(48.0, 2.271242064874924)	(49.0, 2.0356043269109865)	(50.0, 1.8066955031596796)	(51.0, 1.5860011280721102)	(52.0, 1.3817715761754046)	(53.0, 1.1978724703701442)	(54.0, 1.0333948863126052)	(55.0, 0.8800740791303068)	(56.0, 0.7422768375180976)	(57.0, 0.6233298964257359)	(58.0, 0.5174276363296701)	(59.0, 0.4302804732154725)	(60.0, 0.3634098673976382)	(61.0, 0.3072254096446573)	(62.0, 0.2556610179234132)	(63.0, 0.2075652683123107)	(64.0, 0.16320580849359262)	(65.0, 0.12545850383149335)	(66.0, 0.09733394167795338)	(67.0, 0.07899378841822016)	(68.0, 0.06260979841998053)	(69.0, 0.04904239611138454)	(70.0, 0.04072735503015976)	(71.0, 0.033089516473804655)	(72.0, 0.02678273115598651)	(73.0, 0.023513477587650124)	(74.0, 0.019861613574228224)	(75.0, 0.015852287220092617)	(76.0, 0.012336941487546299)	(77.0, 0.00888805860226836)	(78.0, 0.006843876975473413)	(79.0, 0.0053906758014161974)	(80.0, 0.004099141012606385)	(81.0, 0.002809402516965989)	(82.0, 0.001805274635262672)	(83.0, 0.0009987390021950703)	(84.0, 0.0008137208057452641)	(85.0, 0.0006646284726837697)	(86.0, 0.00031974018415597573)	(87.0, 0.00021016630082162447)	(88.0, 0.0001185553491814292)	(89.0, 6.825914043779258e-05)	(90.0, 5.92776745907146e-05)	(91.0, 5.7481381421299005e-05)	(92.0, 3.951844972714307e-05)	(93.0, 1.4370345355324751e-05)	(94.0, 3.592586338831188e-06)	(95.0, 1.796293169415594e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR18681856_2	(0.0, 0.0012142961020089199)	(1.0, 0.001183759069857808)	(2.0, 0.001489129391368927)	(3.0, 0.0024357773880533955)	(4.0, 0.004082980828204548)	(5.0, 0.00629062862312905)	(6.0, 0.01010416505000026)	(7.0, 0.016166664080000413)	(8.0, 0.024803255290738412)	(9.0, 0.0364773830525076)	(10.0, 0.051054325164641305)	(11.0, 0.069448396295664)	(12.0, 0.09348104059858907)	(13.0, 0.12424620234282985)	(14.0, 0.16191273335322193)	(15.0, 0.20857511477612978)	(16.0, 0.2662631611015979)	(17.0, 0.33606722400702194)	(18.0, 0.4201105253749085)	(19.0, 0.5255153788805024)	(20.0, 0.6535894880182744)	(21.0, 0.8080871114468029)	(22.0, 0.9934900077082655)	(23.0, 1.1981599749610705)	(24.0, 1.4171302547406406)	(25.0, 1.6541191797853756)	(26.0, 1.9073843429666533)	(27.0, 2.1770892072212824)	(28.0, 2.4675951792588453)	(29.0, 2.7839606286403735)	(30.0, 3.1063634289077773)	(31.0, 3.407578917750336)	(32.0, 3.657025155616716)	(33.0, 3.8393294412628447)	(34.0, 3.981975103624724)	(35.0, 4.0942022893720775)	(36.0, 4.1779420167144625)	(37.0, 4.20971490051969)	(38.0, 4.172046573213288)	(39.0, 4.084187939122522)	(40.0, 3.9564587188184572)	(41.0, 3.8003929289741682)	(42.0, 3.622390772269328)	(43.0, 3.4258562296407806)	(44.0, 3.2174266148413713)	(45.0, 3.0037751675441213)	(46.0, 2.7743181116646576)	(47.0, 2.52981528041474)	(48.0, 2.286589615627143)	(49.0, 2.0495899128063546)	(50.0, 1.8192490792905178)	(51.0, 1.5990950404410897)	(52.0, 1.3915168699498934)	(53.0, 1.2040679925343065)	(54.0, 1.0375657228783732)	(55.0, 0.8834794512358805)	(56.0, 0.745234714095779)	(57.0, 0.6247463630035449)	(58.0, 0.5204156945112667)	(59.0, 0.43167867167215324)	(60.0, 0.3627655715871382)	(61.0, 0.3069887842151279)	(62.0, 0.2556650146491532)	(63.0, 0.2081817259501831)	(64.0, 0.16468980698296423)	(65.0, 0.12706818337279438)	(66.0, 0.0984244472150514)	(67.0, 0.07926874657625982)	(68.0, 0.0630194528798505)	(69.0, 0.049437658756641266)	(70.0, 0.04085136383415216)	(71.0, 0.033544031669991974)	(72.0, 0.027136643806285138)	(73.0, 0.023515311052365047)	(74.0, 0.019971219026827178)	(75.0, 0.01615409000793819)	(76.0, 0.012450127637609207)	(77.0, 0.009071294844889121)	(78.0, 0.00728577661205352)	(79.0, 0.0058307768448534825)	(80.0, 0.004136869708471217)	(81.0, 0.002895629166328963)	(82.0, 0.002130407066542277)	(83.0, 0.001293333126400033)	(84.0, 0.0009412591086578018)	(85.0, 0.0008029443159733538)	(86.0, 0.000440092522177789)	(87.0, 0.00024429625720889515)	(88.0, 0.00015627775277333734)	(89.0, 5.9277768293334844e-05)	(90.0, 1.2574072062222543e-05)	(91.0, 3.5925920177778696e-06)	(92.0, 1.7962960088889348e-06)	(93.0, 1.7962960088889348e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 1.7962960088889348e-06)	(98.0, 1.7962960088889348e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR18681857_1	(0.0, 0.0015330110615324375)	(1.0, 0.0016009066563322425)	(2.0, 0.0021404979623727972)	(3.0, 0.003491262953653127)	(4.0, 0.005629974189846982)	(5.0, 0.008531617504449172)	(6.0, 0.012901949738141879)	(7.0, 0.019720096836985446)	(8.0, 0.028578685232181045)	(9.0, 0.04058369842849392)	(10.0, 0.05595490374593397)	(11.0, 0.07466192683945917)	(12.0, 0.09863621870850607)	(13.0, 0.12941972404550184)	(14.0, 0.16814701397407478)	(15.0, 0.2152075948012343)	(16.0, 0.27352991073426675)	(17.0, 0.34437181700314745)	(18.0, 0.4293342202642086)	(19.0, 0.5365967529646478)	(20.0, 0.6671313941458096)	(21.0, 0.8225640646305314)	(22.0, 1.007945839326683)	(23.0, 1.2171661147022819)	(24.0, 1.4401531152866307)	(25.0, 1.6789365620190078)	(26.0, 1.934141809062043)	(27.0, 2.2017505092392953)	(28.0, 2.491073292669232)	(29.0, 2.8033805216650824)	(30.0, 3.1289113111112843)	(31.0, 3.4362139200799167)	(32.0, 3.685472942399432)	(33.0, 3.869330639664946)	(34.0, 4.005179004502282)	(35.0, 4.110901379236473)	(36.0, 4.188795493733639)	(37.0, 4.214976392433679)	(38.0, 4.175332511975309)	(39.0, 4.085622777256798)	(40.0, 3.954044687987134)	(41.0, 3.7919100076052)	(42.0, 3.6114792511508975)	(43.0, 3.4126112672560898)	(44.0, 3.199665667797396)	(45.0, 2.979319448505524)	(46.0, 2.749955622188531)	(47.0, 2.5088244172570233)	(48.0, 2.268934987019881)	(49.0, 2.0371805210754625)	(50.0, 1.8096284351039165)	(51.0, 1.588578245697541)	(52.0, 1.3808534601337168)	(53.0, 1.1959576749582375)	(54.0, 1.0287987205611178)	(55.0, 0.8758370923818731)	(56.0, 0.7407391525396928)	(57.0, 0.6196312786786302)	(58.0, 0.5128315080585371)	(59.0, 0.4218567712053353)	(60.0, 0.35041988511886685)	(61.0, 0.28948358878604197)	(62.0, 0.23305877605504619)	(63.0, 0.18496189404410016)	(64.0, 0.14340621657426164)	(65.0, 0.11065373898807154)	(66.0, 0.0853322555801022)	(67.0, 0.06620356510834663)	(68.0, 0.051023539492053405)	(69.0, 0.038893455463214564)	(70.0, 0.030745984087237974)	(71.0, 0.024494229187119094)	(72.0, 0.01950568969551238)	(73.0, 0.0163717719776477)	(74.0, 0.013588052590855697)	(75.0, 0.010384452552012268)	(76.0, 0.007775832330756606)	(77.0, 0.005697869784646787)	(78.0, 0.004098749854493487)	(79.0, 0.003151784979654102)	(80.0, 0.002244128080751447)	(81.0, 0.0014633287405536903)	(82.0, 0.0009541117795551534)	(83.0, 0.0005503116631142083)	(84.0, 0.000434174461482963)	(85.0, 0.00034662487871479355)	(86.0, 0.00020190005822047255)	(87.0, 0.00014115136813643654)	(88.0, 8.21894042313428e-05)	(89.0, 4.4668154473555875e-05)	(90.0, 2.8587618863075758e-05)	(91.0, 2.3227440326249054e-05)	(92.0, 1.9653987968364586e-05)	(93.0, 8.933630894711176e-06)	(94.0, 5.360178536826705e-06)	(95.0, 3.5734523578844697e-06)	(96.0, 0.0)	(97.0, 3.5734523578844697e-06)	(98.0, 3.5734523578844697e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR18681857_2	(0.0, 0.0014186613972031609)	(1.0, 0.0013186046739747264)	(2.0, 0.0015544526644417508)	(3.0, 0.0025639535327286345)	(4.0, 0.004191662012391203)	(5.0, 0.006553715371462461)	(6.0, 0.010338003582137895)	(7.0, 0.01628244497822721)	(8.0, 0.024251248292491815)	(9.0, 0.03524319403001555)	(10.0, 0.04935655218682634)	(11.0, 0.06783131144007658)	(12.0, 0.0914411246675861)	(13.0, 0.12085244111514433)	(14.0, 0.15913843156762458)	(15.0, 0.2058399071344964)	(16.0, 0.26403539878223464)	(17.0, 0.33524541135847136)	(18.0, 0.4195324803152244)	(19.0, 0.5246045467954842)	(20.0, 0.6538867668426241)	(21.0, 0.8099305868989694)	(22.0, 0.9941153603633117)	(23.0, 1.200042817130633)	(24.0, 1.424094834619905)	(25.0, 1.6654745324997011)	(26.0, 1.9213160003404073)	(27.0, 2.1902309511072287)	(28.0, 2.4782781767370867)	(29.0, 2.7958081879025243)	(30.0, 3.1300798329367185)	(31.0, 3.441118664182711)	(32.0, 3.6926130247445816)	(33.0, 3.875881207155064)	(34.0, 4.012844567437186)	(35.0, 4.12595511959253)	(36.0, 4.204756936043725)	(37.0, 4.22659431588833)	(38.0, 4.187077270394701)	(39.0, 4.097446100381228)	(40.0, 3.963321849620713)	(41.0, 3.802503894484611)	(42.0, 3.6276333299165153)	(43.0, 3.4289028103128394)	(44.0, 3.213041150310695)	(45.0, 2.9879885655891383)	(46.0, 2.7552691344502036)	(47.0, 2.5186635716501637)	(48.0, 2.279951457480726)	(49.0, 2.0451701431524043)	(50.0, 1.8183897932279574)	(51.0, 1.5950596135276904)	(52.0, 1.3837147998884296)	(53.0, 1.1990565437159528)	(54.0, 1.031341821585891)	(55.0, 0.8770293401868378)	(56.0, 0.74159720511555)	(57.0, 0.6211914458005328)	(58.0, 0.5139610128620595)	(59.0, 0.4209046868052144)	(60.0, 0.3478400513948506)	(61.0, 0.28722711784482535)	(62.0, 0.23333763875031086)	(63.0, 0.18618590792891107)	(64.0, 0.1449804052308011)	(65.0, 0.1120939043782553)	(66.0, 0.08677061976545883)	(67.0, 0.06755615545119838)	(68.0, 0.051990188080374776)	(69.0, 0.0397922014825083)	(70.0, 0.03138386327691879)	(71.0, 0.025008820625507105)	(72.0, 0.019891633923252883)	(73.0, 0.01677736841276786)	(74.0, 0.014122291792813327)	(75.0, 0.0110759219159476)	(76.0, 0.008510181656018459)	(77.0, 0.006358962106607115)	(78.0, 0.004625836722114589)	(79.0, 0.003375127681759157)	(80.0, 0.0023566931774697346)	(81.0, 0.0015544526644417508)	(82.0, 0.0010952637739112564)	(83.0, 0.0007003970625990416)	(84.0, 0.0005467385233553743)	(85.0, 0.0004591888905304941)	(86.0, 0.0002715825344771794)	(87.0, 0.00015187181204315953)	(88.0, 7.682926962183365e-05)	(89.0, 3.216108960913967e-05)	(90.0, 8.933636002538797e-06)	(91.0, 5.360181601523278e-06)	(92.0, 1.7867272005077594e-06)	(93.0, 0.0)	(94.0, 1.7867272005077594e-06)	(95.0, 1.7867272005077594e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR18681858_1	(0.0, 0.0017027298103507765)	(1.0, 0.0017653301710254374)	(2.0, 0.0023394649074987557)	(3.0, 0.0036826897894036226)	(4.0, 0.0056984214031277035)	(5.0, 0.008753319004051156)	(6.0, 0.013312413842900031)	(7.0, 0.019892606040673673)	(8.0, 0.02899648706450293)	(9.0, 0.040892344174422064)	(10.0, 0.056233009703181104)	(11.0, 0.07578399663274449)	(12.0, 0.09997456457916702)	(13.0, 0.13030712219864057)	(14.0, 0.16845041624857823)	(15.0, 0.2162270115154794)	(16.0, 0.2751536253094045)	(17.0, 0.34433596676357264)	(18.0, 0.42900206028518467)	(19.0, 0.5356999036008103)	(20.0, 0.6654114280821748)	(21.0, 0.8217120086146681)	(22.0, 1.0091267569842015)	(23.0, 1.2168723139191313)	(24.0, 1.4369036387818965)	(25.0, 1.672801472203088)	(26.0, 1.9249414163467533)	(27.0, 2.1945003579935767)	(28.0, 2.4851913928224323)	(29.0, 2.7976691417478032)	(30.0, 3.1247291975469027)	(31.0, 3.4328946759126566)	(32.0, 3.6849684425321807)	(33.0, 3.863998319734776)	(34.0, 3.993089206354595)	(35.0, 4.103491202440427)	(36.0, 4.18292569439137)	(37.0, 4.211101222440169)	(38.0, 4.173660841011521)	(39.0, 4.079216571152527)	(40.0, 3.9450711525536626)	(41.0, 3.78368384557092)	(42.0, 3.6032392002170766)	(43.0, 3.406936989213475)	(44.0, 3.1946698976561017)	(45.0, 2.9704872745897393)	(46.0, 2.741521983967833)	(47.0, 2.5055347214599637)	(48.0, 2.268713979864254)	(49.0, 2.038618305586737)	(50.0, 1.811057051625677)	(51.0, 1.587786605243431)	(52.0, 1.3804828279966914)	(53.0, 1.1958439584776457)	(54.0, 1.0301694210795553)	(55.0, 0.8771347907925457)	(56.0, 0.7385536894944487)	(57.0, 0.6175060549304572)	(58.0, 0.5130743446712543)	(59.0, 0.4243267076336543)	(60.0, 0.35414991473562585)	(61.0, 0.2975055312337256)	(62.0, 0.2468993996643297)	(63.0, 0.19897614069527644)	(64.0, 0.15458533065000762)	(65.0, 0.11922328119575847)	(66.0, 0.09318868548203378)	(67.0, 0.07480921958795334)	(68.0, 0.059178803818357294)	(69.0, 0.0461686602884292)	(70.0, 0.03756558214999722)	(71.0, 0.029795983099405024)	(72.0, 0.02349659823380058)	(73.0, 0.02082803428732646)	(74.0, 0.01865490748104895)	(75.0, 0.015025875143652176)	(76.0, 0.011216196051165672)	(77.0, 0.008166664195442904)	(78.0, 0.00636377380801267)	(79.0, 0.005095669358917397)	(80.0, 0.0036952098615385546)	(81.0, 0.0025290545712563003)	(82.0, 0.0016848439930151591)	(83.0, 0.000921119592784296)	(84.0, 0.0007458385828952456)	(85.0, 0.0006528323327500351)	(86.0, 0.0003559277649787863)	(87.0, 0.00023072704362946445)	(88.0, 0.0001484522838856244)	(89.0, 7.869759627671656e-05)	(90.0, 5.902319720753742e-05)	(91.0, 6.975468760890786e-05)	(92.0, 4.8291706806166976e-05)	(93.0, 1.7885817335617402e-05)	(94.0, 1.78858173356174e-06)	(95.0, 0.0)	(96.0, 5.36574520068522e-06)	(97.0, 8.942908667808701e-06)	(98.0, 8.942908667808701e-06)	(99.0, 8.942908667808701e-06)	(100.0, 1.252007213493218e-05)
SRR18681858_2	(0.0, 0.0013664786196534108)	(1.0, 0.0013950959729445817)	(2.0, 0.0018726480559909963)	(3.0, 0.0029440102198292073)	(4.0, 0.004593085203232931)	(5.0, 0.007114989462017367)	(6.0, 0.010933617541807985)	(7.0, 0.016716111491205207)	(8.0, 0.025034818376032452)	(9.0, 0.03577348019854434)	(10.0, 0.050157277396519116)	(11.0, 0.06942391049979993)	(12.0, 0.09289908312146357)	(13.0, 0.12245007756375892)	(14.0, 0.16013376609448893)	(15.0, 0.2065010327645086)	(16.0, 0.2657282225697482)	(17.0, 0.3371964852452861)	(18.0, 0.4221685615050954)	(19.0, 0.5260889028128211)	(20.0, 0.6550941428648389)	(21.0, 0.8135162335155997)	(22.0, 0.9991695244074903)	(23.0, 1.2035367757672257)	(24.0, 1.4235666623001355)	(25.0, 1.6652419994286547)	(26.0, 1.9237819005685768)	(27.0, 2.192749249813969)	(28.0, 2.4817791523010535)	(29.0, 2.7967506855465842)	(30.0, 3.1224125888309477)	(31.0, 3.4313959409003)	(32.0, 3.6874711724880207)	(33.0, 3.8711337687415943)	(34.0, 4.004544292615871)	(35.0, 4.117724136297872)	(36.0, 4.196498766985561)	(37.0, 4.2178455239561945)	(38.0, 4.179986554136557)	(39.0, 4.088512972925909)	(40.0, 3.9542331969454123)	(41.0, 3.792165970919189)	(42.0, 3.6119249369684905)	(43.0, 3.410059915437152)	(44.0, 3.1987565330734684)	(45.0, 2.980107433836858)	(46.0, 2.7512938084281395)	(47.0, 2.514630085294737)	(48.0, 2.2745841487192338)	(49.0, 2.042039535875179)	(50.0, 1.815173679074841)	(51.0, 1.595199238663933)	(52.0, 1.3868094605822072)	(53.0, 1.1975289201606607)	(54.0, 1.029915293349692)	(55.0, 0.8761381568550044)	(56.0, 0.7370041623224928)	(57.0, 0.6190130261184145)	(58.0, 0.5147600080786788)	(59.0, 0.42398039768534257)	(60.0, 0.35312919669014553)	(61.0, 0.296443585574078)	(62.0, 0.24654565294176017)	(63.0, 0.19954165016101197)	(64.0, 0.1566263517317398)	(65.0, 0.1205971039381556)	(66.0, 0.09352866489386932)	(67.0, 0.07467698341331049)	(68.0, 0.05983709714725767)	(69.0, 0.0474153772343088)	(70.0, 0.03783929538925074)	(71.0, 0.03025927393625184)	(72.0, 0.02436052198910924)	(73.0, 0.021155378420498094)	(74.0, 0.01876046366694323)	(75.0, 0.01555353151375139)	(76.0, 0.0120014025364848)	(77.0, 0.008933979980587418)	(78.0, 0.006828815929105659)	(79.0, 0.005201203960670313)	(80.0, 0.003759604788627578)	(81.0, 0.0027186485626612368)	(82.0, 0.0019674430387680002)	(83.0, 0.0011929859153256873)	(84.0, 0.0008942922903490909)	(85.0, 0.0007565712776353309)	(86.0, 0.00045787765265873455)	(87.0, 0.00026828768710472726)	(88.0, 0.00012341233606817455)	(89.0, 5.723470658234182e-05)	(90.0, 2.6828768710472726e-05)	(91.0, 8.942922903490909e-06)	(92.0, 5.3657537420945455e-06)	(93.0, 3.5771691613963636e-06)	(94.0, 1.7885845806981818e-06)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
