#Insert size (bp)	insert size
123.0	1.0
124.0	1.0
125.0	4.0
126.0	5.0
127.0	7.0
128.0	10.0
129.0	16.0
130.0	24.0
131.0	20.0
132.0	24.0
133.0	35.0
134.0	44.0
135.0	48.0
136.0	53.0
137.0	80.0
138.0	103.0
139.0	120.0
140.0	144.0
141.0	156.0
142.0	223.0
143.0	283.0
144.0	297.0
145.0	350.0
146.0	479.0
147.0	610.0
148.0	776.0
149.0	1263.0
150.0	8598.0
151.0	12454.0
152.0	13152.0
153.0	13447.0
154.0	12740.0
155.0	11333.0
156.0	10528.0
157.0	10312.0
158.0	10200.0
159.0	10267.0
160.0	10467.0
161.0	10928.0
162.0	11216.0
163.0	11271.0
164.0	11397.0
165.0	11827.0
166.0	11517.0
167.0	11773.0
168.0	11794.0
169.0	12174.0
170.0	12277.0
171.0	12696.0
172.0	13140.0
173.0	13411.0
174.0	13757.0
175.0	14142.0
176.0	14219.0
177.0	13980.0
178.0	14477.0
179.0	14651.0
180.0	14864.0
181.0	15239.0
182.0	15658.0
183.0	15960.0
184.0	16343.0
185.0	16910.0
186.0	17043.0
187.0	17097.0
188.0	17314.0
189.0	17602.0
190.0	17784.0
191.0	18134.0
192.0	18692.0
193.0	19371.0
194.0	19930.0
195.0	20322.0
196.0	20690.0
197.0	21098.0
198.0	21405.0
199.0	21531.0
200.0	21569.0
201.0	22464.0
202.0	22813.0
203.0	23605.0
204.0	24356.0
205.0	24802.0
206.0	25060.0
207.0	25771.0
208.0	26294.0
209.0	26226.0
210.0	26897.0
211.0	27397.0
212.0	28103.0
213.0	28533.0
214.0	29685.0
215.0	30138.0
216.0	31022.0
217.0	31444.0
218.0	32381.0
219.0	32498.0
220.0	33371.0
221.0	33340.0
222.0	34288.0
223.0	35004.0
224.0	36272.0
225.0	37496.0
226.0	38013.0
227.0	38673.0
228.0	39427.0
229.0	40009.0
230.0	40470.0
231.0	41234.0
232.0	42133.0
233.0	43133.0
234.0	43765.0
235.0	45624.0
236.0	46536.0
237.0	47562.0
238.0	48115.0
239.0	49089.0
240.0	49574.0
241.0	50698.0
242.0	51761.0
243.0	52872.0
244.0	53848.0
245.0	55790.0
246.0	56501.0
247.0	58016.0
248.0	58983.0
249.0	59535.0
250.0	60586.0
251.0	61869.0
252.0	63062.0
253.0	63424.0
254.0	65510.0
255.0	66632.0
256.0	67998.0
257.0	69092.0
258.0	70937.0
259.0	71785.0
260.0	73136.0
261.0	74386.0
262.0	74968.0
263.0	76211.0
264.0	77507.0
265.0	79195.0
266.0	80849.0
267.0	82691.0
268.0	84064.0
269.0	85318.0
270.0	87090.0
271.0	88262.0
272.0	89288.0
273.0	90435.0
274.0	91190.0
275.0	92375.0
276.0	94943.0
277.0	96757.0
