#Insert size (bp)	insert size
278.0	97472.0
279.0	99255.0
280.0	101079.0
281.0	102166.0
282.0	103518.0
283.0	104434.0
284.0	105728.0
285.0	106824.0
286.0	109118.0
287.0	110537.0
288.0	111956.0
289.0	114726.0
290.0	115125.0
291.0	116649.0
292.0	117655.0
293.0	118931.0
294.0	120713.0
295.0	121104.0
296.0	122517.0
297.0	124391.0
298.0	126240.0
299.0	127429.0
300.0	129291.0
301.0	130565.0
302.0	131340.0
303.0	132149.0
304.0	132498.0
305.0	133648.0
306.0	135608.0
307.0	136502.0
308.0	137375.0
309.0	139343.0
310.0	140347.0
311.0	140970.0
312.0	142016.0
313.0	142430.0
314.0	143171.0
315.0	143564.0
316.0	143553.0
317.0	144325.0
318.0	145702.0
319.0	146782.0
320.0	147865.0
321.0	148946.0
322.0	149278.0
323.0	149601.0
324.0	148587.0
325.0	149162.0
326.0	150865.0
327.0	149947.0
328.0	150309.0
329.0	150705.0
330.0	150998.0
331.0	152190.0
332.0	151353.0
333.0	151917.0
334.0	150640.0
335.0	150692.0
336.0	150422.0
337.0	150058.0
338.0	150181.0
339.0	150943.0
340.0	149708.0
341.0	149578.0
342.0	149267.0
343.0	148975.0
344.0	147996.0
345.0	147138.0
346.0	146905.0
347.0	146191.0
348.0	145837.0
349.0	145325.0
350.0	144464.0
351.0	143908.0
352.0	143747.0
353.0	143400.0
354.0	142284.0
355.0	140403.0
356.0	140021.0
357.0	138829.0
358.0	137061.0
359.0	136573.0
360.0	135151.0
361.0	134118.0
362.0	134342.0
363.0	133167.0
364.0	132319.0
365.0	130763.0
366.0	129774.0
367.0	128859.0
368.0	126763.0
369.0	125604.0
370.0	124545.0
371.0	123456.0
372.0	122737.0
373.0	120825.0
374.0	119400.0
375.0	118280.0
376.0	116859.0
377.0	115222.0
378.0	114494.0
379.0	112177.0
380.0	111249.0
381.0	110358.0
382.0	108855.0
383.0	107049.0
384.0	106059.0
385.0	105046.0
386.0	103192.0
387.0	102089.0
388.0	99899.0
389.0	99232.0
390.0	98240.0
391.0	96388.0
392.0	95330.0
393.0	93455.0
394.0	92426.0
395.0	90912.0
396.0	90113.0
397.0	88079.0
398.0	86576.0
399.0	85466.0
400.0	84055.0
401.0	82185.0
402.0	82041.0
403.0	79610.0
404.0	78135.0
405.0	77280.0
406.0	75820.0
407.0	74530.0
408.0	73309.0
409.0	71999.0
410.0	70881.0
411.0	68952.0
412.0	67532.0
413.0	67022.0
414.0	65774.0
415.0	64041.0
416.0	63282.0
417.0	61922.0
418.0	60967.0
419.0	59394.0
420.0	58266.0
421.0	57077.0
422.0	55869.0
423.0	54521.0
424.0	53892.0
425.0	53064.0
426.0	51992.0
427.0	50959.0
428.0	49680.0
429.0	48611.0
430.0	48005.0
431.0	46208.0
432.0	45947.0
433.0	44623.0
434.0	43851.0
435.0	42919.0
436.0	41933.0
437.0	40810.0
438.0	40186.0
439.0	39235.0
440.0	38351.0
441.0	37259.0
442.0	36871.0
443.0	35823.0
444.0	35117.0
445.0	34273.0
446.0	33826.0
447.0	33127.0
448.0	32050.0
449.0	31231.0
450.0	30457.0
451.0	29604.0
452.0	29101.0
453.0	28395.0
454.0	27767.0
455.0	27208.0
456.0	26886.0
457.0	25914.0
458.0	25341.0
459.0	24557.0
460.0	23897.0
461.0	23517.0
462.0	22992.0
463.0	22195.0
464.0	21856.0
465.0	21457.0
466.0	21002.0
467.0	20372.0
468.0	19952.0
469.0	19456.0
470.0	18956.0
471.0	18170.0
472.0	17965.0
473.0	17657.0
474.0	17007.0
475.0	16659.0
476.0	16547.0
477.0	16081.0
478.0	15544.0
479.0	15013.0
480.0	14831.0
481.0	14438.0
482.0	13861.0
483.0	13704.0
484.0	13356.0
485.0	13129.0
486.0	12820.0
487.0	12409.0
488.0	12106.0
489.0	11969.0
490.0	11577.0
491.0	11493.0
492.0	11192.0
493.0	11019.0
494.0	10854.0
495.0	10709.0
496.0	10285.0
497.0	10164.0
498.0	10321.0
499.0	9995.0
500.0	10193.0
501.0	3692.0
502.0	3517.0
503.0	3325.0
504.0	3296.0
505.0	3285.0
506.0	3098.0
507.0	2985.0
508.0	3020.0
509.0	2833.0
510.0	2816.0
511.0	2743.0
512.0	2599.0
513.0	2521.0
514.0	2441.0
515.0	2341.0
516.0	2320.0
517.0	2306.0
518.0	2214.0
519.0	2159.0
520.0	2044.0
521.0	1994.0
522.0	1987.0
523.0	1994.0
524.0	2007.0
525.0	2218.0
526.0	2662.0
527.0	4657.0
528.0	8110.0
529.0	822.0
530.0	779.0
531.0	777.0
532.0	748.0
533.0	805.0
534.0	732.0
535.0	782.0
536.0	764.0
537.0	688.0
538.0	698.0
539.0	674.0
540.0	666.0
541.0	646.0
542.0	626.0
543.0	674.0
544.0	659.0
545.0	684.0
546.0	645.0
547.0	676.0
548.0	697.0
549.0	709.0
550.0	736.0
551.0	736.0
552.0	783.0
553.0	714.0
554.0	702.0
555.0	725.0
556.0	737.0
557.0	714.0
558.0	672.0
559.0	688.0
560.0	697.0
561.0	602.0
562.0	614.0
563.0	555.0
564.0	584.0
565.0	601.0
566.0	520.0
567.0	528.0
568.0	516.0
569.0	509.0
570.0	512.0
571.0	461.0
572.0	483.0
573.0	434.0
574.0	425.0
575.0	435.0
576.0	418.0
577.0	359.0
578.0	407.0
579.0	370.0
580.0	364.0
581.0	357.0
582.0	408.0
583.0	370.0
584.0	349.0
585.0	326.0
586.0	337.0
587.0	286.0
588.0	311.0
589.0	307.0
590.0	286.0
591.0	279.0
592.0	262.0
593.0	273.0
594.0	248.0
595.0	228.0
596.0	216.0
597.0	221.0
598.0	247.0
599.0	221.0
600.0	215.0
601.0	197.0
602.0	218.0
603.0	220.0
604.0	224.0
605.0	192.0
606.0	225.0
607.0	209.0
608.0	188.0
609.0	194.0
610.0	165.0
611.0	191.0
612.0	179.0
613.0	170.0
614.0	160.0
615.0	157.0
616.0	160.0
617.0	138.0
618.0	161.0
619.0	137.0
620.0	150.0
621.0	149.0
622.0	166.0
623.0	123.0
624.0	130.0
625.0	145.0
626.0	148.0
627.0	130.0
628.0	157.0
629.0	129.0
630.0	115.0
631.0	117.0
632.0	102.0
633.0	110.0
634.0	93.0
635.0	119.0
636.0	100.0
637.0	77.0
638.0	104.0
639.0	96.0
640.0	118.0
641.0	97.0
642.0	96.0
643.0	116.0
644.0	98.0
645.0	98.0
646.0	94.0
647.0	92.0
648.0	104.0
649.0	80.0
650.0	76.0
651.0	97.0
652.0	94.0
653.0	89.0
654.0	106.0
655.0	100.0
656.0	95.0
657.0	75.0
658.0	84.0
659.0	82.0
660.0	72.0
661.0	77.0
662.0	68.0
663.0	102.0
664.0	70.0
665.0	85.0
666.0	69.0
667.0	70.0
668.0	64.0
669.0	80.0
670.0	81.0
671.0	54.0
672.0	72.0
673.0	55.0
674.0	80.0
675.0	86.0
676.0	74.0
677.0	62.0
678.0	49.0
679.0	73.0
680.0	80.0
681.0	72.0
682.0	77.0
683.0	85.0
684.0	51.0
685.0	56.0
686.0	84.0
687.0	63.0
688.0	65.0
689.0	67.0
690.0	59.0
691.0	78.0
692.0	92.0
693.0	57.0
694.0	66.0
695.0	72.0
696.0	70.0
697.0	77.0
698.0	74.0
699.0	57.0
700.0	51.0
701.0	56.0
702.0	79.0
703.0	74.0
704.0	76.0
705.0	52.0
706.0	57.0
707.0	53.0
708.0	47.0
709.0	57.0
710.0	68.0
711.0	52.0
712.0	60.0
713.0	65.0
714.0	62.0
715.0	47.0
716.0	53.0
717.0	54.0
718.0	52.0
719.0	48.0
720.0	44.0
721.0	53.0
722.0	53.0
723.0	51.0
724.0	51.0
725.0	51.0
726.0	53.0
727.0	54.0
728.0	53.0
729.0	68.0
730.0	56.0
731.0	61.0
732.0	47.0
733.0	47.0
734.0	49.0
735.0	58.0
736.0	48.0
737.0	42.0
738.0	51.0
739.0	51.0
740.0	57.0
741.0	46.0
742.0	50.0
743.0	52.0
744.0	43.0
745.0	55.0
746.0	48.0
747.0	42.0
748.0	43.0
749.0	52.0
750.0	46.0
751.0	36.0
752.0	56.0
753.0	48.0
754.0	42.0
