#Position (bp)	Coverage	Std
2100169.5	4.61262379360899	4.123039568319964
6300507.5	4.838489188251041	4.623984293720415
1.05008455E7	4.533262561251023	6.128950278282112
1.47011835E7	4.078651765643622	3.661718339625694
1.89015215E7	5.478096048460862	5.213825092903308
2.31018595E7	4.9418734873241155	4.459706789507388
2.73021975E7	4.107185183668553	4.673572440801895
3.15025355E7	4.825007892222007	6.245236584652044
3.57028735E7	3.25194401022013	5.684136141209123
3.8653933E7	3.142444298061854	4.5846640715593425
4.0754102E7	3.8538088184500094	8.162211124427118
4.41035495E7	4.83981908122632	4.943249551226629
4.83038875E7	5.074726843411173	5.799180543357144
5.25042255E7	5.239684282550595	3.7025815421648134
5.67045635E7	4.83471496817637	5.77565193070453
6.09049015E7	5.1915822012419	3.8150831126690594
6.51052395E7	4.582470744021077	4.278825850780086
6.75716935E7	3.29668291084811	3.7120490920770406
6.96718625E7	5.459746153721933	22.15709322932164
7.35059155E7	4.111931468372307	5.833667295762961
7.77062535E7	3.360338382292092	4.937574898279275
8.19065915E7	4.640876043785048	6.4364795954088585
8.61069295E7	5.583338769403795	8.479709605167223
9.03072675E7	5.267642508769533	4.432181615051235
9.45076055E7	5.40318874338208	7.710562575392349
9.87079435E7	5.409749167805067	6.178551494975742
1.029082815E8	4.967369054585607	14.075723261607926
1.061478055E8	4.9268910918897095	16.242045140637472
1.082479745E8	3.7371900284550392	4.153194778336615
1.113089575E8	4.3697097709755734	3.953770842688984
1.155092955E8	5.010550103348826	4.265460321742386
1.197096335E8	4.3162790708747725	3.6419445633006498
1.239099715E8	4.23902195489982	3.999564505385714
1.281103095E8	2.8233787376158777	4.740929283360393
1.323106475E8	3.7788392267479427	12.948995707945413
1.365109855E8	2.753946230041487	4.910738403673936
1.407113235E8	2.733733809041082	4.984591758600412
1.431893125E8	4.324319781906728	9.99744627548085
1.452894815E8	3.1680902070370176	5.194274510884266
1.491119995E8	4.0505625975814326	3.8280182626744117
1.533123375E8	4.250669350895095	3.5640892938287863
1.575126755E8	4.297094900458011	3.5250460324268453
1.617130135E8	4.99270177780931	4.747592913963145
1.659133515E8	4.828786159590014	4.2083073475044825
1.701136895E8	4.730352652572245	4.078289622622771
1.743140275E8	4.786597649998643	5.002905850255146
1.785143655E8	5.108384849028816	5.93226858092259
1.82081576E8	4.392013791020909	8.232710011474701
1.84181745E8	2.5944434572815114	4.347147027037395
1.869150415E8	4.225360911431413	3.82142727893589
1.911153795E8	4.940109105505319	4.827747211633296
1.953157175E8	5.611660299718737	6.390849114202063
1.995160555E8	4.393774501004443	9.070494335150523
2.037163935E8	5.026520008627877	5.587740634602192
2.079167315E8	5.433432738032034	4.870944041177867
2.121170695E8	5.06450695158342	5.187143851596855
2.159577405E8	4.684413749596381	7.076641920351472
2.180579095E8	2.031576430420361	3.5219705753677877
2.205177455E8	3.356750099634839	6.354988920809082
2.247180835E8	4.144576936427497	4.124167160971996
2.289184215E8	4.958078849844941	4.686721712104328
2.331187595E8	5.2403711320374695	6.6331090826534975
2.373190975E8	5.333074862070624	4.162451195538718
2.415194355E8	5.499764780834305	5.409813196875196
2.457197735E8	5.2635266495220145	4.899868099704333
2.499201115E8	5.463178439449397	19.751496362218756
2.541204495E8	5.114791000152845	6.8682205831425955
2.583207875E8	4.208258716322353	4.008753080856851
2.625211255E8	4.343866612639268	27.80045356582788
2.64771353E8	4.563696824904953	3.6631416493728555
2.66871522E8	3.4537327500159605	4.1452158583487355
2.709218015E8	5.093699364194024	3.5624315020865414
2.751221395E8	5.290626373401379	4.408068098067647
2.793224775E8	4.929383063934378	4.213264342424448
2.835228155E8	4.747986947717065	4.291479906847284
2.877231535E8	4.64455027190669	10.498264514370016
2.911785265E8	3.850314417607976	4.4363125543055615
2.932786955E8	4.350409750793662	5.516219404175659
2.961238295E8	5.27823427543212	10.97389520293433
3.003241675E8	4.333703859070389	4.030244229584901
3.045245055E8	5.054783686455709	4.540675720776106
3.087248435E8	4.903035422387436	4.810645311127619
3.129251815E8	5.298591922840496	3.8317963666123895
3.171255195E8	5.019563425610034	6.375509135122812
3.213258575E8	4.183813302643739	10.468374011223379
3.242401025E8	3.5301335501845035	13.35357426851041
3.263402715E8	5.121772686734163	4.153483390470745
3.297265335E8	4.213004762950029	4.220585918736139
3.339268715E8	5.216100704276656	3.8775468449197334
3.381272095E8	3.9303958395729106	9.030936821320731
3.423275475E8	4.847611073204109	4.2719448471750034
3.45205241E8	3.550271406238646	4.042525176374341
3.4730541E8	8.057771759531756	63.58129316775138
3.507282235E8	5.430020155520817	12.299696971679433
3.549285615E8	5.783379575643674	15.357001466114482
3.591288995E8	5.182953609923773	3.6357803908521453
3.633292375E8	4.984837648779694	4.341240412148768
3.675295755E8	7.5187011140532025	86.26686411600176
3.71240276E8	2.940005519916872	5.085739555292099
3.73340445E8	3.710132495979168	7.398716465413436
3.759302515E8	4.769237380420337	5.4491759881785455
3.801305895E8	5.479684015905387	5.891629647232665
3.843309275E8	5.191093192976375	3.7871998106952547
3.885312655E8	5.010989591789994	9.272585804062516
3.927316035E8	4.372038393100746	5.170153863742735
3.969319415E8	4.358719941109501	5.471726578520942
3.995115505E8	2.6962737777406973	3.6606489054278724
4.016117195E8	4.332270848488551	4.78745541302238
4.053326175E8	5.274520050529267	9.423821673920044
4.095329555E8	5.025137262763139	3.9166319677687422
4.137332935E8	4.681387069326326	5.383419239034893
4.179336315E8	5.270190398963131	5.65907702171549
4.221339695E8	4.590796026415017	5.057090235580188
4.263343075E8	4.000026664520807	4.192826158780733
4.29544739E8	2.469951475439367	4.161228118850295
4.31644908E8	2.8785935843435717	3.95124615995215
4.347349835E8	3.742223840081441	5.0205365735771785
4.389353215E8	4.683028127736387	4.423968021588201
4.431356595E8	4.301884276931999	3.6752698128498102
4.473359975E8	4.46310273125639	4.034583506030063
4.515363355E8	4.567454809589133	4.43848495037479
4.557366735E8	4.93772048820833	4.7148405102119435
4.594834625E8	3.264713473661197	4.320927931589369
4.615836315E8	3.60071017684969	5.033804442576761
4.641373495E8	3.465566580594228	19.757122746722562
4.683376875E8	3.8583047364283543	4.705728458572742
4.725380255E8	4.479983753688393	3.9668122432493953
4.767383635E8	4.78679239623097	4.292013446195466
4.809387015E8	4.589835865589865	4.259206509937875
4.851390395E8	2.972874801980222	4.065586942893501
4.88957394E8	3.9764664525454325	17.66811403988517
4.91057563E8	4.805499452201469	6.872801482668227
4.935397155E8	4.835398960750301	4.8423717473323045
4.977400535E8	5.067640508930472	4.1414407368403365
5.019403915E8	5.290078798420508	6.692774104351335
5.061407295E8	5.200030807044576	4.83182332432288
5.103410675E8	4.955132658371778	4.870854400331601
5.133447625E8	3.042760252610329	3.2925705191606123
5.154449315E8	7.399432412173054	39.227298574682976
5.187417435E8	4.950098777765027	4.452270873814053
5.229420815E8	5.034932426866599	3.2337231433790286
5.271424195E8	4.453866331709496	3.8562684488237835
5.313427575E8	4.953737056398794	4.312378234227389
5.355430955E8	4.381275506875875	17.551403237257457
5.397434335E8	5.472676008454558	24.934650206986493
5.424857625E8	3.610920175657157	3.897536959454994
5.445859315E8	2.9983264849531106	4.0159844243113465
5.481441095E8	4.7284494723996024	9.007849556048258
5.523444475E8	4.607407546726002	4.8655106779486275
5.565447855E8	5.452660714447266	18.20115214631876
5.607451235E8	4.967660459705861	4.2356460418094
5.649454615E8	4.688977887017664	7.460749068442062
5.691457995E8	4.559924939373927	4.118219553182065
5.72266017E8	3.4673424842054077	6.350029901144078
5.74366186E8	4.989103993489615	4.771795144340685
5.775464755E8	3.96718835484192	12.250538398434971
5.817468135E8	3.9792092922045796	4.520715133574981
5.859471515E8	5.066196815589603	3.6936510730064716
5.901474895E8	4.914902324527216	4.8112973396266465
5.943478275E8	5.095797766751152	3.455320243498941
5.97053186E8	5.157172257615176	3.3195502336722944
5.99153355E8	6.023255168381907	19.836192028688977
6.027485035E8	5.283860727398604	15.276425654122395
6.069488415E8	3.5959477546806946	3.9673366969411306
6.111491795E8	3.8100393349297126	4.23725572225853
6.153495175E8	5.063431800012284	4.240338418692661
6.195498555E8	4.108832670132737	4.058627474708933
6.234487385E8	4.554175649936566	4.228718109224223
6.255489075E8	4.6247267419681215	5.543028170686432
6.279505315E8	4.450046877179884	19.666213462108086
6.321508695E8	4.528293199261583	4.088661924592121
6.363512075E8	5.4390260974235884	4.308694202869742
6.405515455E8	5.624393798784764	5.81129172519427
6.447518835E8	4.998997937785007	5.267064720051373
6.487291505E8	3.9204676580551467	7.7982485895275255
6.508293195E8	3.8407861174244973	4.941376452955825
6.531525595E8	3.6540068918263247	4.774756941540097
6.573528975E8	3.4018405185487453	3.6291923930863343
6.615532355E8	3.967440001257042	4.5252891871319285
6.657535735E8	3.5428722640892234	3.8567008952283977
6.699539115E8	4.3864919918349425	14.014546798455147
6.72448791E8	8.672824766506086	76.9313635626521
6.7454896E8	5.053289188801721	6.642286223357084
6.783545875E8	4.819386201777095	5.037514545061275
6.825549255E8	4.806422721219102	5.233611994672043
6.867552635E8	5.17806162265989	3.455903994957354
6.909556015E8	4.18938975863371	3.5517569139295473
6.951559395E8	4.4660677307397645	5.4460379251860065
6.978079805E8	2.6239608097529863	3.7000014251245488
6.999081495E8	4.255883076696525	4.023562212208753
7.035566155E8	4.544917099528657	4.0920323068652245
7.077569535E8	4.101472310085522	4.3470811711294
7.119572915E8	4.574602329622045	3.7660721942817443
7.161576295E8	4.799532085275042	4.172346403222057
7.203579675E8	4.435135458146464	4.132105709228817
7.23336906E8	3.5985443281770704	4.462709488633064
7.25437075E8	4.978866046694796	18.413040504018124
7.287586435E8	3.97763799008556	5.400206745717749
7.329589815E8	4.415431091497875	3.785247526113845
7.371593195E8	4.997693995102299	4.426701627560939
7.413596575E8	4.140415128496802	4.191973067896939
7.44593176E8	4.181365501109764	20.141485239701304
7.46693345E8	4.600109948134063	8.797662975655708
7.497603335E8	5.29455439062285	7.5110159196227535
7.539606715E8	5.214329656327657	3.572653169713657
7.581610095E8	3.4177225737547787	3.983621742780949
7.623613475E8	5.4127736863081015	7.159884855161446
7.665616855E8	4.680835923204276	4.9772217775204854
7.707620235E8	2.7354089123303886	3.929503056668324
7.749623615E8	3.1562205232055134	4.074664994162759
7.791626995E8	3.7885196381814987	10.277846572025522
7.833630375E8	3.896487377920539	4.609473950707789
7.85832245E8	2.8931723925823456	4.744836940411276
7.87932414E8	3.9921750555489606	4.974457214623787
7.917637135E8	4.778590913397922	4.8894618821873745
7.959640515E8	4.605853386084644	4.85589960379063
8.001643895E8	5.3084911261903205	3.7717108243550816
8.043647275E8	5.265169374464627	3.572690953516441
8.085650655E8	5.038161928873343	5.220002326960547
8.127654035E8	4.8278421879382085	4.418867046177742
8.167383885E8	3.825152337442653	4.848741333796125
8.188385575E8	4.130183019357563	6.915432657660458
8.211660795E8	3.6128932957300104	5.370810087581962
8.253664175E8	4.156112912817968	6.648495883528496
8.295667555E8	4.518033310652619	6.065196913629096
8.337670935E8	4.570236490491956	4.458567727441048
8.379674315E8	5.300638900964636	3.968290726017499
8.421677695E8	4.612616413250553	7.986856301251495
8.463681075E8	4.51553089299004	3.851654953111939
8.505684455E8	4.6884045998203	4.073558064200895
8.547687835E8	4.153459078769375	7.502419296025701
8.589691215E8	3.3859641771685993	9.436877680835275
8.631694595E8	2.474639421875097	5.8110218432712255
8.66160665E8	2.0480704213575986	5.218953826992237
8.68260834E8	3.6782226100117232	9.23788112101642
8.715701355E8	4.78643194904791	4.044260002322791
8.757704735E8	4.212315770778447	3.770268853448656
8.799708115E8	5.08649803896734	3.1579658993818387
8.841711495E8	5.29093230116243	27.575945736574287
8.883714875E8	4.548481812654124	9.15279672966872
8.925718255E8	4.285850805339951	15.520429196797753
8.967721635E8	3.3265596721025785	16.818936576002436
9.009725015E8	3.878290985154052	5.391206464361913
9.03798353E8	3.559849520968192	4.997716455319403
9.05898522E8	4.772080336911276	4.584754440239195
9.093731775E8	4.890624040255808	4.416157190035177
9.135735155E8	5.485674962348268	4.270235317496389
9.177738535E8	5.930151573516227	14.414833859661487
9.219741915E8	5.479489745825217	4.7789261772074045
9.261745295E8	5.381703805741347	6.682012377594648
9.303748675E8	5.193467763784724	4.550520664962341
9.345752055E8	4.552498394176849	4.211388903934949
9.387755435E8	3.588698100010047	3.956860197687804
9.4175844E8	2.201203655714816	3.895422365175743
