#Insert size (bp)	insert size
242.0	71924.0
243.0	72985.0
244.0	73980.0
245.0	74647.0
246.0	76445.0
247.0	77141.0
248.0	78390.0
249.0	78598.0
250.0	79348.0
251.0	80038.0
252.0	80541.0
253.0	81775.0
254.0	83524.0
255.0	84802.0
256.0	85696.0
257.0	87492.0
258.0	88684.0
259.0	89447.0
260.0	90034.0
261.0	90814.0
262.0	92270.0
263.0	93454.0
264.0	94946.0
265.0	97022.0
266.0	97044.0
267.0	99738.0
268.0	100692.0
269.0	102579.0
270.0	102710.0
271.0	104353.0
272.0	104607.0
273.0	105643.0
274.0	107709.0
275.0	109837.0
276.0	110991.0
277.0	113082.0
278.0	114493.0
279.0	115399.0
280.0	116377.0
281.0	117747.0
282.0	118557.0
283.0	120420.0
284.0	121108.0
285.0	121756.0
286.0	124406.0
287.0	125797.0
288.0	127725.0
289.0	128899.0
290.0	130156.0
291.0	130953.0
292.0	131690.0
293.0	132118.0
294.0	133423.0
295.0	134537.0
296.0	136088.0
297.0	137184.0
298.0	139106.0
299.0	139324.0
300.0	140350.0
301.0	141573.0
302.0	141531.0
303.0	142607.0
304.0	142744.0
305.0	143737.0
306.0	144359.0
307.0	146402.0
308.0	147257.0
309.0	148159.0
310.0	148091.0
311.0	148315.0
312.0	147741.0
313.0	148673.0
314.0	147919.0
315.0	149053.0
316.0	149646.0
317.0	150342.0
318.0	151570.0
319.0	150661.0
320.0	150994.0
321.0	150708.0
322.0	150732.0
323.0	149502.0
324.0	149378.0
325.0	149579.0
326.0	149504.0
327.0	149883.0
328.0	149575.0
329.0	149436.0
330.0	149687.0
331.0	148702.0
332.0	148203.0
333.0	146838.0
334.0	146412.0
335.0	145733.0
336.0	144958.0
337.0	144051.0
338.0	144220.0
339.0	143347.0
340.0	142876.0
341.0	142458.0
342.0	141320.0
343.0	139626.0
344.0	138576.0
345.0	137444.0
346.0	136344.0
347.0	135813.0
348.0	134803.0
349.0	134967.0
350.0	133295.0
351.0	132212.0
352.0	131882.0
353.0	129647.0
354.0	127987.0
355.0	126882.0
356.0	125250.0
357.0	123881.0
358.0	123234.0
359.0	122530.0
360.0	120977.0
361.0	120631.0
362.0	118380.0
363.0	116904.0
364.0	115323.0
365.0	113273.0
366.0	113386.0
367.0	112032.0
368.0	110172.0
369.0	108851.0
370.0	106967.0
371.0	106176.0
372.0	105186.0
373.0	102624.0
374.0	101890.0
375.0	99901.0
376.0	98538.0
377.0	96730.0
378.0	96165.0
379.0	94541.0
380.0	92942.0
381.0	92282.0
382.0	90483.0
383.0	89290.0
384.0	87390.0
385.0	85452.0
386.0	84358.0
387.0	82103.0
388.0	81435.0
389.0	79781.0
390.0	79478.0
391.0	78134.0
392.0	76190.0
393.0	75163.0
394.0	73706.0
395.0	71361.0
396.0	70840.0
397.0	69457.0
398.0	67816.0
399.0	66776.0
400.0	65738.0
401.0	64174.0
402.0	63259.0
403.0	61938.0
404.0	61086.0
405.0	59258.0
406.0	58292.0
407.0	57100.0
408.0	55560.0
409.0	54883.0
410.0	52877.0
411.0	51697.0
412.0	51237.0
413.0	49829.0
414.0	48640.0
415.0	47715.0
416.0	46555.0
417.0	45270.0
418.0	43852.0
419.0	43567.0
420.0	42554.0
421.0	41433.0
422.0	40603.0
423.0	39877.0
424.0	39055.0
425.0	38094.0
426.0	36803.0
427.0	35810.0
428.0	35117.0
429.0	33941.0
430.0	33072.0
431.0	32801.0
432.0	31892.0
433.0	31611.0
434.0	30090.0
435.0	29579.0
436.0	28957.0
437.0	27987.0
438.0	27408.0
439.0	26320.0
440.0	25904.0
441.0	25336.0
442.0	24736.0
443.0	24145.0
444.0	23598.0
445.0	22883.0
446.0	22329.0
447.0	21774.0
448.0	21028.0
449.0	20547.0
450.0	20051.0
451.0	19652.0
452.0	19208.0
453.0	18572.0
454.0	18191.0
455.0	17680.0
456.0	17183.0
457.0	16465.0
458.0	16262.0
459.0	16051.0
460.0	15418.0
461.0	15001.0
462.0	14613.0
463.0	14198.0
464.0	14022.0
465.0	13572.0
466.0	12935.0
467.0	12757.0
468.0	12608.0
469.0	12173.0
470.0	11603.0
471.0	11276.0
472.0	11196.0
473.0	11106.0
474.0	10550.0
475.0	10248.0
476.0	10063.0
477.0	10038.0
478.0	9624.0
479.0	9231.0
480.0	9042.0
481.0	8784.0
482.0	8792.0
483.0	8273.0
484.0	8128.0
485.0	8088.0
486.0	7775.0
487.0	7573.0
488.0	7569.0
489.0	7267.0
490.0	7121.0
491.0	6926.0
492.0	6807.0
493.0	6777.0
494.0	6687.0
495.0	6556.0
496.0	6470.0
497.0	6237.0
498.0	6214.0
499.0	6109.0
500.0	6354.0
501.0	2179.0
502.0	1942.0
503.0	1861.0
504.0	1887.0
505.0	1846.0
506.0	1813.0
507.0	1807.0
508.0	1777.0
509.0	1610.0
510.0	1558.0
511.0	1561.0
512.0	1483.0
513.0	1481.0
514.0	1404.0
515.0	1456.0
516.0	1394.0
517.0	1318.0
518.0	1286.0
519.0	1306.0
520.0	1221.0
521.0	1185.0
522.0	1143.0
523.0	1131.0
524.0	1176.0
525.0	1346.0
526.0	1505.0
527.0	2623.0
528.0	4567.0
529.0	479.0
530.0	497.0
531.0	478.0
532.0	453.0
533.0	411.0
534.0	457.0
535.0	432.0
536.0	419.0
537.0	431.0
538.0	407.0
539.0	439.0
540.0	402.0
541.0	410.0
542.0	379.0
543.0	359.0
544.0	386.0
545.0	414.0
546.0	373.0
547.0	404.0
548.0	455.0
549.0	388.0
550.0	411.0
551.0	464.0
552.0	459.0
553.0	478.0
554.0	456.0
555.0	426.0
556.0	437.0
557.0	434.0
558.0	393.0
559.0	420.0
560.0	382.0
561.0	342.0
562.0	342.0
563.0	330.0
564.0	318.0
565.0	317.0
566.0	351.0
567.0	315.0
568.0	310.0
569.0	294.0
570.0	289.0
571.0	282.0
572.0	282.0
573.0	277.0
574.0	251.0
575.0	232.0
576.0	257.0
577.0	211.0
578.0	247.0
579.0	253.0
580.0	210.0
581.0	221.0
582.0	212.0
583.0	208.0
584.0	218.0
585.0	200.0
586.0	203.0
587.0	177.0
588.0	177.0
589.0	197.0
590.0	170.0
591.0	180.0
592.0	188.0
593.0	162.0
594.0	172.0
595.0	176.0
596.0	155.0
597.0	158.0
598.0	135.0
599.0	133.0
600.0	138.0
601.0	159.0
602.0	146.0
603.0	131.0
604.0	125.0
605.0	121.0
606.0	128.0
607.0	128.0
608.0	131.0
609.0	142.0
610.0	114.0
611.0	129.0
612.0	121.0
613.0	119.0
614.0	128.0
615.0	112.0
616.0	117.0
617.0	100.0
618.0	105.0
619.0	99.0
620.0	118.0
621.0	115.0
622.0	100.0
623.0	109.0
624.0	107.0
625.0	90.0
626.0	91.0
627.0	81.0
628.0	104.0
629.0	75.0
630.0	100.0
631.0	81.0
632.0	99.0
633.0	89.0
634.0	91.0
635.0	80.0
636.0	72.0
637.0	87.0
638.0	81.0
639.0	91.0
640.0	78.0
641.0	84.0
642.0	89.0
643.0	102.0
644.0	72.0
645.0	67.0
646.0	84.0
647.0	83.0
648.0	62.0
649.0	73.0
650.0	59.0
651.0	73.0
652.0	61.0
653.0	77.0
654.0	52.0
655.0	64.0
656.0	64.0
657.0	73.0
658.0	64.0
659.0	62.0
660.0	66.0
661.0	68.0
662.0	52.0
663.0	67.0
664.0	71.0
665.0	84.0
666.0	64.0
667.0	57.0
668.0	63.0
669.0	53.0
670.0	70.0
671.0	59.0
672.0	60.0
673.0	77.0
674.0	62.0
675.0	69.0
676.0	55.0
677.0	51.0
678.0	70.0
679.0	68.0
680.0	61.0
681.0	50.0
682.0	57.0
683.0	55.0
684.0	60.0
685.0	50.0
686.0	55.0
687.0	60.0
688.0	49.0
689.0	51.0
690.0	64.0
691.0	59.0
692.0	52.0
693.0	42.0
694.0	62.0
695.0	47.0
696.0	42.0
697.0	58.0
698.0	61.0
699.0	39.0
700.0	52.0
701.0	58.0
702.0	51.0
703.0	60.0
704.0	63.0
705.0	57.0
706.0	61.0
707.0	61.0
708.0	45.0
709.0	49.0
710.0	56.0
711.0	47.0
712.0	68.0
713.0	49.0
714.0	39.0
715.0	43.0
716.0	45.0
717.0	48.0
718.0	42.0
719.0	51.0
720.0	59.0
721.0	43.0
722.0	34.0
723.0	51.0
724.0	41.0
725.0	46.0
726.0	38.0
