#Position (bp)	Coverage	Std
2100169.5	4.617062007866986	4.08906175919041
6300507.5	4.938706123173897	4.864702093351792
1.05008455E7	4.515024743246853	5.902796312010303
1.47011835E7	3.9582540738388197	4.288640931214455
1.89015215E7	5.429050709728598	5.21571766384954
2.31018595E7	4.871223220607485	4.259807358318908
2.73021975E7	4.0542968208748915	4.495327142803036
3.15025355E7	4.82455602382475	6.151899824549933
3.57028735E7	3.223332265165327	5.538185559696268
3.8653933E7	3.363540314529308	4.93918851791128
4.0754102E7	3.7855149992575714	7.656710839354617
4.41035495E7	4.84895477459195	4.759755058707428
4.83038875E7	5.078801991649243	5.506003156038504
5.25042255E7	5.246155428444092	3.721213465958676
5.67045635E7	4.8496899535227875	5.626553617410588
6.09049015E7	5.130615202871769	3.6104270987246982
6.51052395E7	4.607614910990496	4.302866155689883
6.75716935E7	3.251191012462973	3.4472481291096364
6.96718625E7	5.40939359265095	21.190079182063887
7.35059155E7	4.159899274772649	5.887631132909852
7.77062535E7	3.339024383275822	4.800399070341338
8.19065915E7	4.624740675631342	6.130472405671371
8.61069295E7	5.5905553314995124	8.140562475593796
9.03072675E7	5.2807645479959	4.229362555325142
9.45076055E7	5.4521074256405075	6.265812492116189
9.87079435E7	5.364680413814317	5.655036081557614
1.029082815E8	5.361500907784088	31.18291845611738
1.061478055E8	4.773106275041581	13.44959152922547
1.082479745E8	3.768298546857144	4.181681470217559
1.113089575E8	4.345194839081998	3.8909321290706056
1.155092955E8	4.937028162971647	4.117660054655924
1.197096335E8	4.297644141971432	3.581148202329902
1.239099715E8	4.346765903124939	4.19741402872421
1.281103095E8	3.1642108325568086	4.538005865752408
1.323106475E8	4.102006790882067	17.35518912742635
1.365109855E8	2.47612787351875	4.607013832272733
1.407113235E8	3.1785601539685615	10.773529870941541
1.431893125E8	4.463884918744376	9.430494084381783
1.452894815E8	3.1639040635782876	5.0558485756526625
1.491119995E8	4.127644727638585	3.826196039449852
1.533123375E8	4.312022032512622	3.6282605197077293
1.575126755E8	4.343361891352553	3.597007711411539
1.617130135E8	4.8938199735354635	4.823917758674223
1.659133515E8	4.919192693540377	4.243576863772376
1.701136895E8	4.759047724254572	4.112811882951696
1.743140275E8	4.764430148240451	4.8736622981896875
1.785143655E8	5.123628384191939	5.9275488407074315
1.82081576E8	4.3288990120593045	7.146989308149525
1.84181745E8	2.5864426991403784	4.295184544582761
1.869150415E8	4.197723373690403	3.7268000605946314
1.911153795E8	4.945074182125343	4.74585265524668
1.953157175E8	5.676224627637109	6.404723239956331
1.995160555E8	4.431390521429466	9.002386145069815
2.037163935E8	5.07452781180943	5.701894820347103
2.079167315E8	5.517854515517561	4.992651118941479
2.121170695E8	5.0691011056729245	5.456195227567115
