#Position (bp)	insert size
2100169.5	338.54651681537405
6300507.5	339.1015608970818
1.05008455E7	339.549996503741
1.47011835E7	338.1680497101564
1.89015215E7	339.64650716607247
2.31018595E7	339.1086146479141
2.73021975E7	338.4170404439714
3.15025355E7	337.77751600512164
3.57028735E7	337.6091869568522
3.8653933E7	335.1939729617057
4.0754102E7	339.643197458973
4.41035495E7	339.0434095132527
4.83038875E7	339.5867790198822
5.25042255E7	339.1863511266134
5.67045635E7	339.4476868554644
6.09049015E7	338.8089284102194
6.51052395E7	337.3452469767684
6.75716935E7	335.76475608021616
6.96718625E7	338.33222189073933
7.35059155E7	337.65770547286644
7.77062535E7	338.2782856581146
8.19065915E7	339.1133849835177
8.61069295E7	338.8111337762218
9.03072675E7	339.19723727924463
9.45076055E7	338.7771746832573
9.87079435E7	339.0187032058509
1.029082815E8	332.8598408241063
1.061478055E8	336.87203193948307
1.082479745E8	335.26912464319696
1.113089575E8	338.73450961348226
1.155092955E8	339.11171205066705
1.197096335E8	338.7025737236116
1.239099715E8	339.0325954268015
1.281103095E8	338.9170893282269
1.323106475E8	340.01967117988397
1.365109855E8	337.9177016559829
1.407113235E8	337.1909801532917
1.431893125E8	338.6638173870811
1.452894815E8	337.52663101604276
1.491119995E8	337.9169772297126
1.533123375E8	338.39055371026024
1.575126755E8	338.7647048351492
1.617130135E8	339.55039806766354
1.659133515E8	339.26328631698254
1.701136895E8	338.7848315612941
1.743140275E8	339.2973334202634
1.785143655E8	338.76157770197597
1.82081576E8	338.88332552205384
1.84181745E8	338.55721144228846
1.869150415E8	337.94170599048647
1.911153795E8	339.3363836188754
1.953157175E8	339.6341509974229
1.995160555E8	338.9135617179456
2.037163935E8	339.56819465433284
2.079167315E8	339.4945213659783
2.121170695E8	339.3644601630212
2.159577405E8	337.15302454342617
2.180579095E8	337.69610452455845
2.205177455E8	338.17017185997986
2.247180835E8	338.29478756847317
2.289184215E8	338.78908932705605
2.331187595E8	338.97857599349294
2.373190975E8	338.67162231175166
2.415194355E8	339.4930997727974
2.457197735E8	339.328528484493
2.499201115E8	337.75936949442104
2.541204495E8	338.836109901005
2.583207875E8	337.5579273476019
2.625211255E8	339.3850939427431
2.64771353E8	340.0164705882353
2.66871522E8	336.8746299059665
2.709218015E8	339.1947370013922
2.751221395E8	338.4156064718638
2.793224775E8	338.65934874113947
2.835228155E8	338.6388434988495
2.877231535E8	337.8031580928267
2.911785265E8	339.03815963060686
2.932786955E8	338.61034976477805
2.961238295E8	339.48456100150895
3.003241675E8	338.74338409292073
3.045245055E8	339.18359838046706
3.087248435E8	339.23421291798553
3.129251815E8	339.35634240788545
3.171255195E8	339.2744125488251
3.213258575E8	335.7751521661296
3.242401025E8	340.12717942737186
3.263402715E8	338.17101456695934
3.297265335E8	338.8970254694181
3.339268715E8	339.45948486838176
3.381272095E8	338.9006077661175
3.423275475E8	337.943869780429
3.45205241E8	335.8968304889003
3.4730541E8	329.49438341327556
3.507282235E8	338.50749536070515
3.549285615E8	339.64070910973084
3.591288995E8	338.91747479949964
3.633292375E8	338.95279176770504
3.675295755E8	338.802442637897
3.71240276E8	336.5310901146506
3.73340445E8	337.9004149377593
3.759302515E8	338.7333026406656
3.801305895E8	338.81717861205914
3.843309275E8	339.1059271245355
3.885312655E8	338.9214315349509
3.927316035E8	338.68935202038585
3.969319415E8	337.32804976298877
3.995115505E8	338.21417778897
4.016117195E8	338.9235843359502
4.053326175E8	336.9642841343105
4.095329555E8	338.9696755125916
4.137332935E8	339.53135648754915
4.179336315E8	339.0689163703373
4.221339695E8	339.40252468525256
4.263343075E8	337.41708431008004
4.29544739E8	336.8201999874222
4.31644908E8	338.64431865086385
4.347349835E8	339.22276578470763
4.389353215E8	338.3718647389503
4.431356595E8	339.32387978142077
4.473359975E8	339.65451636159025
4.515363355E8	338.72205469662373
4.557366735E8	338.5586933823895
4.594834625E8	337.4006452780123
4.615836315E8	338.5910520442325
4.641373495E8	339.58183162990855
4.683376875E8	338.6925071030092
4.725380255E8	339.37622412297014
4.767383635E8	339.2556301411761
4.809387015E8	338.72157891264186
4.851390395E8	337.40453580901857
4.88957394E8	337.30835316785675
4.91057563E8	339.76053035086136
4.935397155E8	338.88381049986776
4.977400535E8	338.833192755379
5.019403915E8	338.9346841305449
5.061407295E8	338.99101236911577
5.103410675E8	337.87859612395727
5.133447625E8	334.8557934916219
5.154449315E8	338.72339774951075
5.187417435E8	338.6997654909738
5.229420815E8	339.1220463338317
5.271424195E8	338.7982939678331
5.313427575E8	339.20125140082183
5.355430955E8	330.3949330085262
5.397434335E8	338.47346558031745
5.424857625E8	340.3932778932779
5.445859315E8	338.2336996881034
5.481441095E8	338.8843580914904
5.523444475E8	338.95179553542545
5.565447855E8	335.4636677710758
5.607451235E8	339.44734983441367
5.649454615E8	339.2793424155096
5.691457995E8	337.5714708184744
5.72266017E8	336.4010986267166
5.74366186E8	339.64281788200805
5.775464755E8	337.61269326283747
5.817468135E8	337.98161458126515
5.859471515E8	338.71046624870655
5.901474895E8	339.5555241015963
5.943478275E8	338.6840540785225
5.97053186E8	338.7787231821266
5.99153355E8	339.82020759376445
6.027485035E8	336.6664251137714
6.069488415E8	339.0013023057216
6.111491795E8	339.0813564195781
6.153495175E8	339.4670733950579
6.195498555E8	338.4135745915407
6.234487385E8	337.7488347798136
6.255489075E8	337.926985634572
6.279505315E8	337.36902716587
6.321508695E8	338.83747938547003
6.363512075E8	337.8355694511899
6.405515455E8	337.7895761278055
6.447518835E8	338.25707295652717
6.487291505E8	339.5168079508916
6.508293195E8	336.72067988668556
6.531525595E8	338.1975116640746
6.573528975E8	338.2067090803933
6.615532355E8	339.158540263396
6.657535735E8	339.05867736567353
6.699539115E8	336.8832796729733
6.72448791E8	332.99465845819566
6.7454896E8	338.7894035385923
6.783545875E8	338.56713331212217
6.825549255E8	339.0032954251745
6.867552635E8	339.5435054866412
6.909556015E8	338.13909907890064
6.951559395E8	337.6952452667814
6.978079805E8	340.50613039990833
6.999081495E8	338.310655340425
7.035566155E8	338.56860172537745
7.077569535E8	339.33152678554507
7.119572915E8	338.990247755095
7.161576295E8	338.05252455682916
7.203579675E8	338.01258042182405
7.23336906E8	334.83787988797843
7.25437075E8	336.9441126279863
7.287586435E8	338.3237821204492
7.329589815E8	338.7622880540342
7.371593195E8	339.19903424194285
7.413596575E8	338.40075051259237
7.44593176E8	334.9251815028075
7.46693345E8	338.99372113163975
7.497603335E8	339.5492967936104
7.539606715E8	338.847423480428
7.581610095E8	339.43770569943484
7.623613475E8	339.4661430236071
7.665616855E8	338.36048431480464
7.707620235E8	336.5185496249529
7.749623615E8	338.7616103739445
7.791626995E8	338.8649791679752
7.833630375E8	338.46149117954394
