#GC Content (%)	Sample
1.0	6.428914273385465E-7
2.0	0.0
3.0	0.0
4.0	0.0
5.0	1.285782854677093E-7
6.0	1.0286262837416745E-6
7.0	1.5429394256125116E-6
8.0	4.500239991369825E-6
9.0	1.080057597928758E-5
10.0	3.188741479599191E-5
11.0	6.2360468451839E-5
12.0	1.1044874721676228E-4
13.0	1.989106076185463E-4
14.0	3.199027742436608E-4
15.0	5.009410001821954E-4
16.0	7.462683688545848E-4
17.0	0.0011116878561538146
18.0	0.001547182509032946
19.0	0.002193416971793653
20.0	0.003060291772416949
21.0	0.004072588613904225
22.0	0.005486821175763559
23.0	0.007373578936716725
24.0	0.00957471060563844
25.0	0.013734732453660706
26.0	0.013995746373160157
27.0	0.018714055136683217
28.0	0.02228943152068381
29.0	0.0261893394972049
30.0	0.030262313845965526
31.0	0.0349698220335093
32.0	0.03961381254803203
33.0	0.043914499040355964
34.0	0.047554550301946816
35.0	0.04988901765289855
36.0	0.05126171942855181
37.0	0.05222065628156999
38.0	0.05195668506150478
39.0	0.05050092171343938
40.0	0.04765908444803206
41.0	0.04470216961713116
42.0	0.04145916810106459
43.0	0.03807215890527419
44.0	0.034946420785554176
45.0	0.03150926605843138
46.0	0.02801039375428407
47.0	0.024815480516982426
48.0	0.02126941998206847
49.0	0.018015103576880753
50.0	0.015202325003989142
51.0	0.014123038875773191
52.0	0.009797279617783044
53.0	0.009162360044143497
54.0	0.007585861686023912
55.0	0.006155042525339245
56.0	0.004994366342422232
57.0	0.003977697839229055
58.0	0.0032208860509661177
59.0	0.0024546880478640387
60.0	0.001863870826139914
61.0	0.0015807414415400182
62.0	0.0013111127769142316
63.0	0.0010138397809128876
64.0	7.898564076281382E-4
65.0	5.959603531428326E-4
66.0	4.7483960823225044E-4
67.0	3.465184793354765E-4
68.0	2.7091444748046347E-4
69.0	2.3324100983842467E-4
70.0	1.9376747619983793E-4
71.0	1.5802271283981475E-4
72.0	1.299926466078541E-4
73.0	1.0543419408352161E-4
74.0	8.267583755573708E-5
75.0	7.097521357817555E-5
76.0	5.451719303830874E-5
77.0	3.4973293647216927E-5
78.0	2.4301295953397057E-5
79.0	1.9286742820156393E-5
80.0	1.0671997693819873E-5
81.0	7.4575405571271394E-6
82.0	9.000479982739652E-6
83.0	5.5288662751114995E-6
84.0	2.1858308529510583E-6
85.0	3.8573485640312795E-7
86.0	3.8573485640312795E-7
87.0	1.285782854677093E-7
88.0	0.0
89.0	1.285782854677093E-7
90.0	0.0
91.0	1.285782854677093E-7
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
